,source_node,path,distance
0,0,"[0, 218, 556, 632, 290]",5
1,0,"[0, 38, 370, 714, 95]",5
2,0,"[0, 719, 772, 211, 952, 891]",6
3,0,"[0, 790, 15, 954, 735, 754]",6
4,0,"[0, 719, 772, 498, 540, 699]",6
5,0,"[0, 38, 347, 788, 974, 154, 200]",7
6,0,"[0, 719, 959, 429, 635, 162, 522]",7
7,0,"[0, 790, 262, 942, 712, 627, 716]",7
8,0,"[0, 719, 959, 878, 748, 771, 780]",7
9,0,"[0, 790, 15, 314, 362, 580, 335]",7
10,1,"[1, 329, 154, 200]",4
11,1,"[1, 877, 807, 95]",4
12,1,"[1, 141, 935, 833, 754]",5
13,1,"[1, 141, 935, 966, 699]",5
14,1,"[1, 141, 528, 102, 581, 891]",6
15,1,"[1, 877, 247, 996, 447, 716]",6
16,1,"[1, 141, 528, 362, 580, 335]",6
17,1,"[1, 156, 379, 653, 455, 462, 290]",7
18,1,"[1, 329, 154, 974, 722, 162, 522]",7
19,1,"[1, 141, 528, 480, 83, 268, 605]",7
20,2,"[2, 581, 891]",3
21,2,"[2, 581, 891, 40, 119, 290]",6
22,2,"[2, 116, 299, 295, 834, 200]",6
23,2,"[2, 846, 793, 74, 627, 716]",6
24,2,"[2, 116, 299, 748, 771, 780]",6
25,2,"[2, 116, 844, 178, 20, 754]",6
26,2,"[2, 116, 256, 433, 855, 699]",6
27,2,"[2, 846, 585, 786, 742, 95]",6
28,2,"[2, 116, 256, 346, 366, 162, 522]",7
29,2,"[2, 116, 256, 346, 196, 727, 335]",7
30,3,"[3, 479, 481, 952, 891]",5
31,3,"[3, 192, 726, 920, 95]",5
32,3,"[3, 501, 866, 276, 632, 290]",6
33,3,"[3, 192, 122, 74, 627, 716]",6
34,3,"[3, 192, 701, 983, 771, 780]",6
35,3,"[3, 501, 415, 720, 71, 754]",6
36,3,"[3, 192, 256, 433, 855, 699]",6
37,3,"[3, 212, 325, 189, 170, 834, 200]",7
38,3,"[3, 192, 256, 346, 366, 162, 522]",7
39,3,"[3, 192, 122, 890, 196, 727, 335]",7
40,4,"[4, 680, 313, 40, 891]",5
41,4,"[4, 874, 886, 771, 780]",5
42,4,"[4, 680, 313, 40, 119, 290]",6
43,4,"[4, 680, 709, 52, 56, 754]",6
44,4,"[4, 680, 709, 441, 170, 834, 200]",7
45,4,"[4, 874, 613, 539, 423, 162, 522]",7
46,4,"[4, 680, 313, 718, 525, 921, 716]",7
47,4,"[4, 874, 613, 808, 196, 727, 335]",7
48,4,"[4, 680, 709, 52, 230, 73, 605]",7
49,4,"[4, 680, 709, 202, 110, 725, 95]",7
50,5,"[5, 708, 268, 605]",4
51,5,"[5, 860, 446, 40, 891]",5
52,5,"[5, 708, 638, 540, 699]",5
53,5,"[5, 813, 982, 835, 95]",5
54,5,"[5, 860, 446, 40, 119, 290]",6
55,5,"[5, 860, 482, 974, 154, 200]",6
56,5,"[5, 763, 310, 233, 627, 716]",6
57,5,"[5, 984, 798, 954, 735, 754]",6
58,5,"[5, 860, 482, 974, 722, 162, 522]",7
59,5,"[5, 860, 482, 725, 110, 771, 780]",7
60,6,"[6, 943, 713, 290]",4
61,6,"[6, 313, 40, 891]",4
62,6,"[6, 943, 834, 200]",4
63,6,"[6, 943, 834, 694, 699]",5
64,6,"[6, 943, 473, 835, 95]",5
65,6,"[6, 763, 310, 233, 627, 716]",6
66,6,"[6, 943, 473, 373, 727, 335]",6
67,6,"[6, 308, 578, 935, 833, 754]",6
68,6,"[6, 763, 5, 708, 268, 605]",6
69,6,"[6, 308, 578, 8, 366, 162, 522]",7
70,7,"[7, 966, 699]",3
71,7,"[7, 966, 935, 833, 754]",5
72,7,"[7, 548, 34, 101, 632, 290]",6
73,7,"[7, 548, 383, 267, 700, 891]",6
74,7,"[7, 966, 432, 304, 154, 200]",6
75,7,"[7, 966, 485, 525, 921, 716]",6
76,7,"[7, 23, 391, 761, 924, 335]",6
77,7,"[7, 966, 57, 778, 920, 95]",6
78,7,"[7, 966, 274, 849, 457, 149, 522]",7
79,7,"[7, 966, 434, 22, 107, 73, 605]",7
80,8,"[8, 366, 162, 522]",4
81,8,"[8, 762, 833, 754]",4
82,8,"[8, 104, 495, 609, 891]",5
83,8,"[8, 104, 495, 805, 200]",5
84,8,"[8, 578, 935, 966, 699]",5
85,8,"[8, 33, 482, 725, 95]",5
86,8,"[8, 762, 258, 48, 462, 290]",6
87,8,"[8, 104, 495, 805, 749, 716]",6
88,8,"[8, 366, 346, 196, 727, 335]",6
89,8,"[8, 762, 631, 202, 110, 771, 780]",7
90,9,"[9, 402, 344, 699]",4
91,9,"[9, 31, 596, 674, 891]",5
92,9,"[9, 728, 32, 714, 95]",5
93,9,"[9, 31, 596, 682, 574, 290]",6
94,9,"[9, 822, 315, 782, 861, 716]",6
95,9,"[9, 31, 120, 191, 724, 780]",6
96,9,"[9, 728, 32, 985, 735, 754]",6
97,9,"[9, 402, 174, 226, 329, 154, 200]",7
98,9,"[9, 822, 190, 938, 457, 149, 522]",7
99,9,"[9, 31, 596, 682, 845, 924, 335]",7
100,10,"[10, 975, 674, 891]",4
101,10,"[10, 702, 7, 966, 699]",5
102,10,"[10, 975, 942, 712, 627, 716]",6
103,10,"[10, 975, 674, 891, 40, 119, 290]",7
104,10,"[10, 975, 942, 49, 295, 834, 200]",7
105,10,"[10, 702, 612, 12, 236, 56, 754]",7
106,10,"[10, 975, 674, 919, 175, 268, 605]",7
107,10,"[10, 975, 942, 712, 203, 742, 95]",7
108,10,"[10, 975, 674, 596, 682, 317, 771, 780]",8
109,10,"[10, 702, 7, 23, 391, 761, 924, 335]",8
110,11,"[11, 117, 119, 290]",4
111,11,"[11, 117, 119, 40, 891]",5
112,11,"[11, 411, 638, 540, 699]",5
113,11,"[11, 117, 107, 73, 605]",5
114,11,"[11, 411, 853, 868, 771, 780]",6
115,11,"[11, 117, 512, 452, 71, 754]",6
116,11,"[11, 117, 460, 203, 742, 95]",6
117,11,"[11, 250, 869, 49, 295, 834, 200]",7
118,11,"[11, 411, 316, 36, 996, 447, 716]",7
119,11,"[11, 411, 511, 816, 91, 727, 335]",7
120,12,"[12, 236, 56, 754]",4
121,12,"[12, 537, 765, 805, 200]",5
122,12,"[12, 236, 803, 16, 529, 290]",6
123,12,"[12, 537, 765, 805, 749, 716]",6
124,12,"[12, 612, 702, 7, 966, 699]",6
125,12,"[12, 537, 260, 860, 446, 40, 891]",7
126,12,"[12, 236, 803, 16, 529, 724, 780]",7
127,12,"[12, 236, 359, 339, 976, 580, 335]",7
128,12,"[12, 236, 534, 626, 676, 565, 605]",7
129,12,"[12, 537, 260, 194, 370, 714, 95]",7
130,13,"[13, 465, 515, 574, 290]",5
131,13,"[13, 465, 777, 722, 162, 522]",6
132,13,"[13, 465, 515, 110, 771, 780]",6
133,13,"[13, 311, 893, 362, 580, 335]",6
134,13,"[13, 465, 359, 236, 56, 754]",6
135,13,"[13, 465, 515, 110, 725, 95]",6
136,13,"[13, 47, 847, 845, 181, 397, 891]",7
137,13,"[13, 465, 777, 722, 974, 154, 200]",7
138,13,"[13, 94, 345, 867, 832, 221, 716]",7
139,13,"[13, 47, 948, 294, 125, 344, 699]",7
140,14,"[14, 556, 632, 290]",4
141,14,"[14, 762, 833, 754]",4
142,14,"[14, 226, 329, 154, 200]",5
143,14,"[14, 762, 8, 366, 162, 522]",6
144,14,"[14, 556, 814, 983, 771, 780]",6
145,14,"[14, 226, 174, 402, 344, 699]",6
146,14,"[14, 556, 146, 896, 725, 95]",6
147,14,"[14, 762, 730, 753, 922, 397, 891]",7
148,14,"[14, 556, 592, 36, 996, 447, 716]",7
149,14,"[14, 556, 632, 737, 297, 727, 335]",7
150,15,"[15, 160, 119, 290]",4
151,15,"[15, 954, 735, 754]",4
152,15,"[15, 160, 119, 40, 891]",5
153,15,"[15, 314, 362, 580, 335]",5
154,15,"[15, 288, 175, 268, 605]",5
155,15,"[15, 950, 539, 423, 162, 522]",6
156,15,"[15, 954, 460, 203, 742, 95]",6
157,15,"[15, 160, 347, 788, 974, 154, 200]",7
158,15,"[15, 288, 999, 247, 996, 447, 716]",7
159,15,"[15, 954, 798, 701, 983, 771, 780]",7
160,16,"[16, 529, 290]",3
161,16,"[16, 529, 724, 780]",4
162,16,"[16, 711, 119, 40, 891]",5
163,16,"[16, 711, 712, 627, 716]",5
164,16,"[16, 803, 236, 56, 754]",5
165,16,"[16, 626, 676, 565, 605]",5
166,16,"[16, 626, 142, 295, 834, 200]",6
167,16,"[16, 529, 183, 976, 580, 335]",6
168,16,"[16, 711, 712, 203, 742, 95]",6
169,16,"[16, 529, 977, 513, 457, 149, 522]",7
170,17,"[17, 778, 920, 95]",4
171,17,"[17, 939, 48, 462, 290]",5
172,17,"[17, 939, 761, 924, 335]",5
173,17,"[17, 172, 641, 833, 754]",5
174,17,"[17, 778, 57, 966, 699]",5
175,17,"[17, 939, 82, 532, 609, 891]",6
176,17,"[17, 939, 761, 495, 805, 200]",6
177,17,"[17, 774, 270, 513, 457, 149, 522]",7
178,17,"[17, 939, 761, 924, 832, 221, 716]",7
179,17,"[17, 172, 533, 396, 242, 771, 780]",7
180,18,"[18, 343, 546, 952, 891]",5
181,18,"[18, 913, 629, 682, 574, 290]",6
182,18,"[18, 913, 486, 832, 221, 716]",6
183,18,"[18, 913, 486, 832, 924, 335]",6
184,18,"[18, 673, 77, 50, 56, 754]",6
185,18,"[18, 673, 124, 638, 540, 699]",6
186,18,"[18, 673, 254, 990, 795, 93, 200]",7
187,18,"[18, 343, 364, 852, 366, 162, 522]",7
188,18,"[18, 343, 570, 353, 242, 771, 780]",7
189,18,"[18, 673, 254, 990, 83, 268, 605]",7
190,19,"[19, 694, 699]",3
191,19,"[19, 694, 834, 200]",4
192,19,"[19, 391, 761, 924, 335]",5
193,19,"[19, 391, 61, 572, 119, 290]",6
194,19,"[19, 391, 761, 495, 609, 891]",6
195,19,"[19, 439, 941, 457, 149, 522]",6
196,19,"[19, 439, 721, 390, 565, 605]",6
197,19,"[19, 391, 656, 786, 742, 95]",6
198,19,"[19, 391, 761, 924, 832, 221, 716]",7
199,19,"[19, 505, 888, 353, 242, 771, 780]",7
200,20,"[20, 754]",2
201,20,"[20, 754, 279, 611, 403, 335]",6
202,20,"[20, 754, 833, 935, 966, 699]",6
203,20,"[20, 178, 844, 982, 835, 95]",6
204,20,"[20, 754, 735, 410, 998, 574, 290]",7
205,20,"[20, 178, 844, 116, 2, 581, 891]",7
206,20,"[20, 754, 279, 611, 717, 221, 716]",7
207,20,"[20, 754, 56, 52, 230, 73, 605]",7
208,20,"[20, 754, 71, 636, 537, 765, 805, 200]",8
209,20,"[20, 754, 833, 426, 106, 423, 162, 522]",8
210,21,"[21, 397, 891]",3
211,21,"[21, 191, 724, 780]",4
212,21,"[21, 191, 724, 529, 290]",5
213,21,"[21, 397, 181, 921, 716]",5
214,21,"[21, 150, 83, 268, 605]",5
215,21,"[21, 740, 103, 722, 162, 522]",6
216,21,"[21, 397, 181, 845, 924, 335]",6
217,21,"[21, 150, 600, 726, 920, 95]",6
218,21,"[21, 740, 103, 722, 974, 154, 200]",7
219,21,"[21, 191, 98, 969, 50, 56, 754]",7
220,22,"[22, 434, 966, 699]",4
221,22,"[22, 107, 73, 605]",4
222,22,"[22, 107, 117, 119, 290]",5
223,22,"[22, 107, 117, 119, 40, 891]",6
224,22,"[22, 107, 182, 917, 834, 200]",6
225,22,"[22, 434, 966, 935, 833, 754]",6
226,22,"[22, 107, 73, 406, 635, 162, 522]",7
227,22,"[22, 434, 966, 485, 525, 921, 716]",7
228,22,"[22, 107, 117, 460, 203, 742, 95]",7
229,22,"[22, 107, 117, 119, 290, 529, 724, 780]",8
230,23,"[23, 391, 684, 699]",4
231,23,"[23, 751, 25, 40, 891]",5
232,23,"[23, 391, 761, 924, 335]",5
233,23,"[23, 751, 25, 40, 119, 290]",6
234,23,"[23, 391, 761, 495, 805, 200]",6
235,23,"[23, 932, 849, 457, 149, 522]",6
236,23,"[23, 751, 25, 74, 627, 716]",6
237,23,"[23, 7, 966, 935, 833, 754]",6
238,23,"[23, 391, 656, 786, 742, 95]",6
239,23,"[23, 391, 684, 500, 682, 317, 771, 780]",8
240,24,"[24, 19, 694, 699]",4
241,24,"[24, 19, 694, 834, 200]",5
242,24,"[24, 274, 849, 457, 149, 522]",6
243,24,"[24, 19, 391, 761, 924, 335]",6
244,24,"[24, 274, 820, 720, 71, 754]",6
245,24,"[24, 19, 391, 61, 572, 119, 290]",7
246,24,"[24, 274, 820, 214, 495, 609, 891]",7
247,24,"[24, 274, 966, 485, 525, 921, 716]",7
248,24,"[24, 19, 439, 721, 390, 565, 605]",7
249,24,"[24, 19, 391, 656, 786, 742, 95]",7
250,25,"[25, 40, 891]",3
251,25,"[25, 40, 119, 290]",4
252,25,"[25, 74, 627, 716]",4
253,25,"[25, 751, 23, 391, 684, 699]",6
254,25,"[25, 40, 891, 609, 495, 805, 200]",7
255,25,"[25, 74, 122, 84, 635, 162, 522]",7
256,25,"[25, 40, 119, 290, 529, 724, 780]",7
257,25,"[25, 74, 122, 890, 196, 727, 335]",7
258,25,"[25, 751, 379, 653, 720, 71, 754]",7
259,25,"[25, 40, 119, 117, 107, 73, 605]",7
260,26,"[26, 497, 93, 200]",4
261,26,"[26, 193, 427, 462, 290]",5
262,26,"[26, 912, 230, 73, 605]",5
263,26,"[26, 951, 482, 725, 95]",5
264,26,"[26, 912, 406, 635, 162, 522]",6
265,26,"[26, 926, 644, 317, 771, 780]",6
266,26,"[26, 912, 230, 52, 56, 754]",6
267,26,"[26, 926, 644, 521, 540, 699]",6
268,26,"[26, 912, 98, 191, 21, 397, 891]",7
269,26,"[26, 497, 277, 486, 832, 221, 716]",7
270,27,"[27, 216, 307, 71, 754]",5
271,27,"[27, 250, 11, 117, 119, 290]",6
272,27,"[27, 168, 63, 922, 397, 891]",6
273,27,"[27, 216, 691, 868, 771, 780]",6
274,27,"[27, 168, 199, 473, 835, 95]",6
275,27,"[27, 216, 305, 210, 495, 805, 200]",7
276,27,"[27, 168, 199, 539, 423, 162, 522]",7
277,27,"[27, 168, 63, 776, 712, 627, 716]",7
278,27,"[27, 168, 199, 473, 373, 727, 335]",7
279,27,"[27, 250, 11, 411, 638, 540, 699]",7
280,28,"[28, 858, 921, 716]",4
281,28,"[28, 588, 987, 574, 290]",5
282,28,"[28, 525, 485, 966, 699]",5
283,28,"[28, 263, 203, 742, 95]",5
284,28,"[28, 858, 921, 181, 397, 891]",6
285,28,"[28, 244, 222, 749, 805, 200]",6
286,28,"[28, 244, 222, 110, 771, 780]",6
287,28,"[28, 588, 336, 307, 71, 754]",6
288,28,"[28, 244, 337, 302, 268, 605]",6
289,28,"[28, 525, 485, 106, 423, 162, 522]",7
290,29,"[29, 467, 924, 335]",4
291,29,"[29, 747, 426, 833, 754]",5
292,29,"[29, 839, 543, 884, 699]",5
293,29,"[29, 810, 551, 835, 95]",5
294,29,"[29, 810, 551, 427, 462, 290]",6
295,29,"[29, 810, 777, 722, 162, 522]",6
296,29,"[29, 467, 924, 832, 221, 716]",6
297,29,"[29, 810, 878, 748, 771, 780]",6
298,29,"[29, 810, 109, 690, 73, 605]",6
299,29,"[29, 467, 924, 845, 181, 397, 891]",7
300,30,"[30, 764, 591, 884, 699]",5
301,30,"[30, 764, 104, 495, 609, 891]",6
302,30,"[30, 764, 104, 495, 805, 200]",6
303,30,"[30, 764, 104, 8, 366, 162, 522]",7
304,30,"[30, 764, 591, 884, 233, 627, 716]",7
305,30,"[30, 764, 207, 443, 91, 727, 335]",7
306,30,"[30, 764, 591, 884, 50, 56, 754]",7
307,30,"[30, 764, 885, 246, 203, 742, 95]",7
308,30,"[30, 764, 104, 72, 617, 515, 574, 290]",8
309,30,"[30, 764, 591, 779, 912, 230, 73, 605]",8
310,31,"[31, 596, 674, 891]",4
311,31,"[31, 596, 682, 574, 290]",5
312,31,"[31, 120, 191, 724, 780]",5
313,31,"[31, 9, 402, 344, 699]",5
314,31,"[31, 596, 352, 996, 447, 716]",6
315,31,"[31, 596, 682, 845, 924, 335]",6
316,31,"[31, 9, 728, 32, 714, 95]",6
317,31,"[31, 120, 815, 277, 497, 93, 200]",7
318,31,"[31, 596, 116, 844, 178, 20, 754]",7
319,31,"[31, 596, 674, 919, 175, 268, 605]",7
320,32,"[32, 714, 95]",3
321,32,"[32, 985, 735, 754]",4
322,32,"[32, 801, 179, 966, 699]",5
323,32,"[32, 234, 577, 48, 462, 290]",6
324,32,"[32, 234, 409, 304, 154, 200]",6
325,32,"[32, 697, 624, 717, 221, 716]",6
326,32,"[32, 697, 202, 110, 771, 780]",6
327,32,"[32, 988, 893, 362, 580, 335]",6
328,32,"[32, 801, 811, 390, 565, 605]",6
329,32,"[32, 234, 79, 845, 181, 397, 891]",7
330,33,"[33, 482, 725, 95]",4
331,33,"[33, 482, 974, 154, 200]",5
332,33,"[33, 8, 366, 162, 522]",5
333,33,"[33, 8, 762, 833, 754]",5
334,33,"[33, 392, 489, 572, 119, 290]",6
335,33,"[33, 482, 860, 446, 40, 891]",6
336,33,"[33, 482, 725, 110, 771, 780]",6
337,33,"[33, 8, 578, 935, 966, 699]",6
338,33,"[33, 482, 721, 390, 565, 605]",6
339,33,"[33, 392, 993, 352, 996, 447, 716]",7
340,34,"[34, 101, 632, 290]",4
341,34,"[34, 286, 170, 834, 200]",5
342,34,"[34, 859, 416, 684, 699]",5
343,34,"[34, 548, 383, 267, 700, 891]",6
344,34,"[34, 686, 738, 233, 627, 716]",6
345,34,"[34, 286, 359, 236, 56, 754]",6
346,34,"[34, 286, 518, 302, 268, 605]",6
347,34,"[34, 342, 801, 32, 714, 95]",6
348,34,"[34, 101, 201, 691, 868, 771, 780]",7
349,34,"[34, 101, 632, 737, 297, 727, 335]",7
350,35,"[35, 782, 861, 716]",4
351,35,"[35, 857, 998, 574, 290]",5
352,35,"[35, 857, 998, 410, 735, 754]",6
353,35,"[35, 857, 955, 125, 344, 699]",6
354,35,"[35, 782, 861, 716, 749, 805, 200]",7
355,35,"[35, 782, 315, 852, 366, 162, 522]",7
356,35,"[35, 857, 955, 368, 976, 580, 335]",7
357,35,"[35, 857, 955, 545, 982, 835, 95]",7
358,35,"[35, 782, 861, 716, 921, 181, 397, 891]",8
359,35,"[35, 857, 998, 574, 515, 110, 771, 780]",8
360,36,"[36, 996, 447, 716]",4
361,36,"[36, 592, 556, 632, 290]",5
362,36,"[36, 316, 413, 532, 609, 891]",6
363,36,"[36, 316, 264, 552, 897, 200]",6
364,36,"[36, 341, 161, 983, 771, 780]",6
365,36,"[36, 316, 584, 91, 727, 335]",6
366,36,"[36, 316, 411, 638, 540, 699]",6
367,36,"[36, 341, 802, 726, 920, 95]",6
368,36,"[36, 341, 802, 84, 635, 162, 522]",7
369,36,"[36, 996, 854, 534, 236, 56, 754]",7
370,37,"[37, 919, 674, 891]",4
371,37,"[37, 919, 175, 268, 605]",5
372,37,"[37, 919, 982, 835, 95]",5
373,37,"[37, 919, 322, 987, 574, 290]",6
374,37,"[37, 487, 788, 974, 154, 200]",6
375,37,"[37, 60, 84, 635, 162, 522]",6
376,37,"[37, 487, 530, 996, 447, 716]",6
377,37,"[37, 923, 968, 64, 761, 924, 335]",7
378,37,"[37, 919, 982, 844, 178, 20, 754]",7
379,37,"[37, 487, 788, 750, 57, 966, 699]",7
380,38,"[38, 370, 714, 95]",4
381,38,"[38, 347, 160, 119, 290]",5
382,38,"[38, 168, 63, 922, 397, 891]",6
383,38,"[38, 347, 788, 974, 154, 200]",6
384,38,"[38, 370, 183, 529, 724, 780]",6
385,38,"[38, 370, 183, 976, 580, 335]",6
386,38,"[38, 370, 746, 708, 268, 605]",6
387,38,"[38, 168, 199, 539, 423, 162, 522]",7
388,38,"[38, 370, 999, 247, 996, 447, 716]",7
389,38,"[38, 370, 194, 653, 720, 71, 754]",7
390,39,"[39, 19, 694, 699]",4
391,39,"[39, 772, 211, 356, 290]",5
392,39,"[39, 772, 211, 952, 891]",5
393,39,"[39, 19, 694, 834, 200]",5
394,39,"[39, 19, 391, 761, 924, 335]",6
395,39,"[39, 772, 821, 302, 268, 605]",6
396,39,"[39, 19, 439, 941, 457, 149, 522]",7
397,39,"[39, 772, 821, 414, 233, 627, 716]",7
398,39,"[39, 253, 185, 682, 317, 771, 780]",7
399,39,"[39, 253, 185, 258, 762, 833, 754]",7
400,40,"[40, 891]",2
401,40,"[40, 119, 290]",3
402,40,"[40, 25, 74, 627, 716]",5
403,40,"[40, 891, 609, 495, 805, 200]",6
404,40,"[40, 119, 290, 529, 724, 780]",6
405,40,"[40, 119, 117, 107, 73, 605]",6
406,40,"[40, 446, 860, 482, 725, 95]",6
407,40,"[40, 891, 609, 495, 761, 924, 335]",7
408,40,"[40, 313, 680, 709, 52, 56, 754]",7
409,40,"[40, 25, 751, 23, 391, 684, 699]",7
410,41,"[41, 23, 391, 684, 699]",5
411,41,"[41, 23, 751, 25, 40, 891]",6
412,41,"[41, 758, 649, 926, 93, 200]",6
413,41,"[41, 23, 391, 761, 924, 335]",6
414,41,"[41, 23, 751, 25, 40, 119, 290]",7
415,41,"[41, 23, 932, 849, 457, 149, 522]",7
416,41,"[41, 23, 751, 25, 74, 627, 716]",7
417,41,"[41, 23, 7, 966, 935, 833, 754]",7
418,41,"[41, 23, 391, 656, 786, 742, 95]",7
419,41,"[41, 758, 649, 604, 396, 242, 771, 780]",8
420,42,"[42, 858, 921, 716]",4
421,42,"[42, 858, 921, 181, 397, 891]",6
422,42,"[42, 963, 608, 974, 154, 200]",6
423,42,"[42, 963, 234, 79, 56, 754]",6
424,42,"[42, 963, 234, 32, 714, 95]",6
425,42,"[42, 916, 576, 577, 48, 462, 290]",7
426,42,"[42, 963, 608, 974, 722, 162, 522]",7
427,42,"[42, 864, 554, 222, 110, 771, 780]",7
428,42,"[42, 963, 234, 79, 845, 924, 335]",7
429,42,"[42, 963, 234, 955, 125, 344, 699]",7
430,43,"[43, 588, 987, 574, 290]",5
431,43,"[43, 588, 987, 102, 581, 891]",6
432,43,"[43, 431, 496, 394, 834, 200]",6
433,43,"[43, 588, 28, 858, 921, 716]",6
434,43,"[43, 588, 336, 307, 71, 754]",6
435,43,"[43, 431, 656, 391, 684, 699]",6
436,43,"[43, 431, 656, 786, 742, 95]",6
437,43,"[43, 431, 445, 849, 457, 149, 522]",7
438,43,"[43, 431, 656, 391, 761, 924, 335]",7
439,43,"[43, 431, 445, 912, 230, 73, 605]",7
440,44,"[44, 912, 230, 73, 605]",5
441,44,"[44, 912, 26, 497, 93, 200]",6
442,44,"[44, 912, 406, 635, 162, 522]",6
443,44,"[44, 912, 98, 191, 724, 780]",6
444,44,"[44, 912, 230, 52, 56, 754]",6
445,44,"[44, 912, 779, 591, 884, 699]",6
446,44,"[44, 912, 26, 193, 427, 462, 290]",7
447,44,"[44, 912, 98, 191, 21, 397, 891]",7
448,44,"[44, 912, 26, 951, 482, 725, 95]",7
449,44,"[44, 912, 779, 591, 884, 233, 627, 716]",8
450,45,"[45, 561, 845, 924, 335]",5
451,45,"[45, 294, 125, 344, 699]",5
452,45,"[45, 947, 347, 160, 119, 290]",6
453,45,"[45, 561, 845, 181, 397, 891]",6
454,45,"[45, 561, 731, 394, 834, 200]",6
455,45,"[45, 561, 845, 181, 921, 716]",6
456,45,"[45, 561, 845, 79, 56, 754]",6
457,45,"[45, 294, 746, 708, 268, 605]",6
458,45,"[45, 294, 746, 370, 714, 95]",6
459,45,"[45, 561, 731, 849, 457, 149, 522]",7
460,46,"[46, 703, 226, 329, 154, 200]",6
461,46,"[46, 99, 199, 473, 835, 95]",6
462,46,"[46, 99, 931, 783, 987, 574, 290]",7
463,46,"[46, 823, 755, 504, 569, 952, 891]",7
464,46,"[46, 703, 503, 941, 457, 149, 522]",7
465,46,"[46, 823, 999, 247, 996, 447, 716]",7
466,46,"[46, 99, 199, 473, 373, 727, 335]",7
467,46,"[46, 703, 503, 642, 985, 735, 754]",7
468,46,"[46, 703, 226, 174, 402, 344, 699]",7
469,46,"[46, 703, 503, 642, 978, 73, 605]",7
470,47,"[47, 781, 427, 462, 290]",5
471,47,"[47, 847, 845, 924, 335]",5
472,47,"[47, 847, 79, 56, 754]",5
473,47,"[47, 715, 877, 807, 95]",5
474,47,"[47, 847, 845, 181, 397, 891]",6
475,47,"[47, 781, 318, 136, 834, 200]",6
476,47,"[47, 847, 845, 181, 921, 716]",6
477,47,"[47, 948, 294, 125, 344, 699]",6
478,47,"[47, 715, 167, 941, 457, 149, 522]",7
479,47,"[47, 13, 465, 515, 110, 771, 780]",7
480,48,"[48, 462, 290]",3
481,48,"[48, 939, 761, 924, 335]",5
482,48,"[48, 460, 954, 735, 754]",5
483,48,"[48, 460, 203, 742, 95]",5
484,48,"[48, 577, 753, 922, 397, 891]",6
485,48,"[48, 939, 761, 495, 805, 200]",6
486,48,"[48, 460, 203, 712, 627, 716]",6
487,48,"[48, 462, 290, 529, 724, 780]",6
488,48,"[48, 939, 761, 391, 684, 699]",6
489,48,"[48, 460, 117, 107, 73, 605]",6
490,49,"[49, 295, 834, 200]",4
491,49,"[49, 641, 833, 754]",4
492,49,"[49, 869, 658, 713, 290]",5
493,49,"[49, 942, 975, 674, 891]",5
494,49,"[49, 942, 712, 627, 716]",5
495,49,"[49, 295, 834, 694, 699]",5
496,49,"[49, 806, 978, 73, 605]",5
497,49,"[49, 295, 299, 748, 771, 780]",6
498,49,"[49, 641, 339, 976, 580, 335]",6
499,49,"[49, 942, 712, 203, 742, 95]",6
500,50,"[50, 56, 754]",3
501,50,"[50, 884, 699]",3
502,50,"[50, 884, 233, 627, 716]",5
503,50,"[50, 969, 357, 276, 632, 290]",6
504,50,"[50, 77, 946, 481, 952, 891]",6
505,50,"[50, 884, 699, 694, 834, 200]",6
506,50,"[50, 969, 98, 191, 724, 780]",6
507,50,"[50, 56, 79, 845, 924, 335]",6
508,50,"[50, 56, 52, 230, 73, 605]",6
509,50,"[50, 77, 946, 476, 551, 835, 95]",7
510,51,"[51, 224, 96, 136, 834, 200]",6
511,51,"[51, 510, 564, 717, 221, 716]",6
512,51,"[51, 510, 415, 720, 71, 754]",6
513,51,"[51, 940, 859, 416, 684, 699]",6
514,51,"[51, 224, 96, 551, 835, 95]",6
515,51,"[51, 224, 96, 551, 427, 462, 290]",7
516,51,"[51, 224, 399, 491, 102, 581, 891]",7
517,51,"[51, 510, 564, 717, 611, 403, 335]",7
518,51,"[51, 224, 492, 950, 539, 423, 162, 522]",8
519,51,"[51, 224, 679, 405, 299, 748, 771, 780]",8
520,52,"[52, 56, 754]",3
521,52,"[52, 230, 73, 605]",4
522,52,"[52, 215, 638, 540, 699]",5
523,52,"[52, 709, 680, 313, 40, 891]",6
524,52,"[52, 709, 441, 170, 834, 200]",6
525,52,"[52, 709, 202, 110, 771, 780]",6
526,52,"[52, 56, 79, 845, 924, 335]",6
527,52,"[52, 709, 202, 110, 725, 95]",6
528,52,"[52, 709, 680, 313, 40, 119, 290]",7
529,52,"[52, 230, 912, 406, 635, 162, 522]",7
530,53,"[53, 72, 617, 515, 574, 290]",6
531,53,"[53, 72, 104, 495, 609, 891]",6
532,53,"[53, 72, 104, 495, 805, 200]",6
533,53,"[53, 72, 880, 786, 742, 95]",6
534,53,"[53, 72, 104, 8, 366, 162, 522]",7
535,53,"[53, 72, 880, 437, 536, 447, 716]",7
536,53,"[53, 72, 617, 515, 110, 771, 780]",7
537,53,"[53, 72, 104, 495, 761, 924, 335]",7
538,53,"[53, 72, 104, 8, 762, 833, 754]",7
539,53,"[53, 72, 617, 310, 233, 884, 699]",7
540,54,"[54, 267, 700, 891]",4
541,54,"[54, 249, 48, 462, 290]",5
