,source_node,path,distance
4153,415,"[415, 720, 142, 295, 834, 200]",6
4154,415,"[415, 510, 564, 717, 221, 716]",6
4155,415,"[415, 720, 820, 274, 966, 699]",6
4156,415,"[415, 501, 959, 429, 635, 162, 522]",7
4157,415,"[415, 501, 959, 878, 748, 771, 780]",7
4158,415,"[415, 510, 564, 717, 611, 403, 335]",7
4159,415,"[415, 720, 142, 626, 676, 565, 605]",7
4160,416,"[416, 684, 699]",3
4161,416,"[416, 972, 834, 200]",4
4162,416,"[416, 201, 101, 632, 290]",5
4163,416,"[416, 859, 672, 267, 700, 891]",6
4164,416,"[416, 201, 691, 868, 771, 780]",6
4165,416,"[416, 684, 391, 761, 924, 335]",6
4166,416,"[416, 684, 699, 884, 233, 627, 716]",7
4167,416,"[416, 451, 967, 803, 236, 56, 754]",7
4168,416,"[416, 201, 82, 532, 390, 565, 605]",7
4169,416,"[416, 684, 391, 656, 786, 742, 95]",7
4170,417,"[417, 866, 276, 632, 290]",5
4171,417,"[417, 298, 926, 93, 200]",5
4172,417,"[417, 298, 437, 536, 447, 716]",6
4173,417,"[417, 866, 625, 560, 102, 581, 891]",7
4174,417,"[417, 866, 276, 126, 110, 771, 780]",7
4175,417,"[417, 331, 184, 234, 79, 56, 754]",7
4176,417,"[417, 298, 926, 644, 521, 540, 699]",7
4177,417,"[417, 298, 926, 518, 302, 268, 605]",7
4178,417,"[417, 298, 437, 880, 786, 742, 95]",7
4179,417,"[417, 229, 492, 950, 539, 423, 162, 522]",8
4180,418,"[418, 219, 427, 462, 290]",5
4181,418,"[418, 487, 37, 919, 674, 891]",6
4182,418,"[418, 487, 788, 974, 154, 200]",6
4183,418,"[418, 487, 530, 996, 447, 716]",6
4184,418,"[418, 937, 691, 868, 771, 780]",6
4185,418,"[418, 873, 171, 521, 540, 699]",6
4186,418,"[418, 487, 788, 769, 742, 95]",6
4187,418,"[418, 487, 788, 974, 722, 162, 522]",7
4188,418,"[418, 219, 616, 359, 236, 56, 754]",7
4189,418,"[418, 487, 37, 919, 175, 268, 605]",7
4190,419,"[419, 145, 917, 834, 200]",5
4191,419,"[419, 736, 638, 540, 699]",5
4192,419,"[419, 145, 616, 943, 713, 290]",6
4193,419,"[419, 933, 247, 996, 447, 716]",6
4194,419,"[419, 736, 691, 868, 771, 780]",6
4195,419,"[419, 933, 890, 196, 727, 335]",6
4196,419,"[419, 736, 638, 708, 268, 605]",6
4197,419,"[419, 933, 247, 877, 807, 95]",6
4198,419,"[419, 145, 616, 753, 922, 397, 891]",7
4199,419,"[419, 145, 888, 353, 647, 162, 522]",7
4200,420,"[420, 759, 369, 725, 95]",5
4201,420,"[420, 355, 189, 255, 119, 290]",6
4202,420,"[420, 355, 189, 170, 834, 200]",6
4203,420,"[420, 355, 825, 467, 924, 335]",6
4204,420,"[420, 355, 189, 325, 446, 40, 891]",7
4205,420,"[420, 355, 950, 539, 423, 162, 522]",7
4206,420,"[420, 759, 369, 725, 110, 771, 780]",7
4207,420,"[420, 759, 151, 291, 464, 735, 754]",7
4208,420,"[420, 355, 189, 170, 834, 694, 699]",7
4209,420,"[420, 355, 825, 467, 924, 832, 221, 716]",8
4210,421,"[421, 412, 100, 101, 632, 290]",6
4211,421,"[421, 412, 100, 101, 718, 313, 40, 891]",8
4212,421,"[421, 412, 100, 101, 718, 525, 921, 716]",8
4213,421,"[421, 412, 100, 612, 12, 236, 56, 754]",8
4214,421,"[421, 412, 100, 101, 201, 416, 684, 699]",8
4215,421,"[421, 412, 100, 327, 192, 726, 920, 95]",8
4216,421,"[421, 412, 100, 327, 929, 850, 974, 154, 200]",9
4217,421,"[421, 412, 100, 327, 932, 849, 457, 149, 522]",9
4218,421,"[421, 412, 100, 101, 201, 691, 868, 771, 780]",9
4219,421,"[421, 412, 100, 101, 632, 737, 297, 727, 335]",9
4220,422,"[422, 180, 117, 119, 290]",5
4221,422,"[422, 853, 868, 771, 780]",5
4222,422,"[422, 629, 88, 684, 699]",5
4223,422,"[422, 180, 117, 119, 40, 891]",6
4224,422,"[422, 289, 226, 329, 154, 200]",6
4225,422,"[422, 629, 682, 845, 924, 335]",6
4226,422,"[422, 180, 117, 107, 73, 605]",6
4227,422,"[422, 853, 880, 786, 742, 95]",6
4228,422,"[422, 853, 113, 941, 457, 149, 522]",7
4229,422,"[422, 629, 913, 486, 832, 221, 716]",7
4230,423,"[423, 162, 522]",3
4231,423,"[423, 106, 426, 833, 754]",5
4232,423,"[423, 106, 485, 966, 699]",5
4233,423,"[423, 162, 722, 974, 154, 200]",6
4234,423,"[423, 106, 485, 525, 921, 716]",6
4235,423,"[423, 106, 339, 976, 580, 335]",6
4236,423,"[423, 162, 635, 406, 73, 605]",6
4237,423,"[423, 539, 199, 473, 835, 95]",6
4238,423,"[423, 539, 950, 15, 160, 119, 290]",7
4239,423,"[423, 539, 613, 163, 267, 700, 891]",7
4240,424,"[424, 459, 481, 952, 891]",5
4241,424,"[424, 800, 347, 160, 119, 290]",6
4242,424,"[424, 316, 264, 552, 897, 200]",6
4243,424,"[424, 316, 36, 996, 447, 716]",6
4244,424,"[424, 316, 584, 91, 727, 335]",6
4245,424,"[424, 316, 411, 638, 540, 699]",6
4246,424,"[424, 316, 411, 853, 868, 771, 780]",7
4247,424,"[424, 628, 657, 512, 452, 71, 754]",7
4248,424,"[424, 316, 413, 532, 390, 565, 605]",7
4249,424,"[424, 628, 657, 898, 203, 742, 95]",7
4250,425,"[425, 181, 397, 891]",4
4251,425,"[425, 181, 921, 716]",4
4252,425,"[425, 756, 251, 632, 290]",5
4253,425,"[425, 181, 845, 924, 335]",5
4254,425,"[425, 756, 303, 868, 771, 780]",6
4255,425,"[425, 181, 845, 79, 56, 754]",6
4256,425,"[425, 756, 251, 432, 966, 699]",6
4257,425,"[425, 756, 303, 409, 304, 154, 200]",7
4258,425,"[425, 756, 251, 384, 406, 73, 605]",7
4259,425,"[425, 756, 303, 256, 346, 366, 162, 522]",8
4260,426,"[426, 833, 754]",3
4261,426,"[426, 106, 423, 162, 522]",5
4262,426,"[426, 106, 485, 966, 699]",5
4263,426,"[426, 106, 485, 525, 921, 716]",6
4264,426,"[426, 106, 339, 976, 580, 335]",6
4265,426,"[426, 106, 339, 976, 134, 462, 290]",7
4266,426,"[426, 833, 980, 842, 211, 952, 891]",7
4267,426,"[426, 385, 566, 644, 926, 93, 200]",7
4268,426,"[426, 385, 566, 644, 317, 771, 780]",7
4269,426,"[426, 833, 641, 626, 676, 565, 605]",7
4270,427,"[427, 462, 290]",3
4271,427,"[427, 551, 835, 95]",4
4272,427,"[427, 462, 290, 119, 40, 891]",6
4273,427,"[427, 193, 26, 497, 93, 200]",6
4274,427,"[427, 462, 290, 529, 724, 780]",6
4275,427,"[427, 462, 134, 976, 580, 335]",6
4276,427,"[427, 551, 810, 777, 722, 162, 522]",7
4277,427,"[427, 219, 616, 359, 236, 56, 754]",7
4278,427,"[427, 781, 318, 508, 521, 540, 699]",7
4279,427,"[427, 551, 810, 109, 690, 73, 605]",7
4280,428,"[428, 561, 845, 924, 335]",5
4281,428,"[428, 872, 744, 735, 754]",5
4282,428,"[428, 993, 352, 255, 119, 290]",6
4283,428,"[428, 561, 845, 181, 397, 891]",6
4284,428,"[428, 561, 731, 394, 834, 200]",6
4285,428,"[428, 993, 352, 996, 447, 716]",6
4286,428,"[428, 271, 878, 748, 771, 780]",6
4287,428,"[428, 271, 659, 390, 565, 605]",6
4288,428,"[428, 561, 731, 849, 457, 149, 522]",7
4289,428,"[428, 561, 45, 294, 125, 344, 699]",7
4290,429,"[429, 635, 162, 522]",4
4291,429,"[429, 266, 110, 771, 780]",5
4292,429,"[429, 635, 406, 73, 605]",5
4293,429,"[429, 266, 110, 725, 95]",5
4294,429,"[429, 266, 110, 515, 574, 290]",6
4295,429,"[429, 266, 544, 102, 581, 891]",6
4296,429,"[429, 266, 110, 222, 749, 716]",6
4297,429,"[429, 266, 734, 845, 924, 335]",6
4298,429,"[429, 635, 162, 722, 974, 154, 200]",7
4299,429,"[429, 266, 734, 845, 79, 56, 754]",7
4300,430,"[430, 945, 86, 877, 807, 95]",6
4301,430,"[430, 945, 332, 675, 301, 713, 290]",7
4302,430,"[430, 945, 86, 278, 446, 40, 891]",7
4303,430,"[430, 945, 305, 210, 495, 805, 200]",7
4304,430,"[430, 945, 86, 793, 74, 627, 716]",7
4305,430,"[430, 945, 305, 216, 307, 71, 754]",7
4306,430,"[430, 945, 305, 655, 346, 366, 162, 522]",8
4307,430,"[430, 945, 305, 216, 691, 868, 771, 780]",8
4308,430,"[430, 945, 305, 655, 890, 196, 727, 335]",8
4309,430,"[430, 945, 305, 210, 394, 834, 694, 699]",8
4310,431,"[431, 496, 394, 834, 200]",5
4311,431,"[431, 656, 391, 684, 699]",5
4312,431,"[431, 656, 786, 742, 95]",5
4313,431,"[431, 43, 588, 987, 574, 290]",6
4314,431,"[431, 445, 849, 457, 149, 522]",6
4315,431,"[431, 656, 391, 761, 924, 335]",6
4316,431,"[431, 461, 631, 762, 833, 754]",6
4317,431,"[431, 445, 912, 230, 73, 605]",6
4318,431,"[431, 43, 588, 987, 102, 581, 891]",7
4319,431,"[431, 43, 588, 28, 858, 921, 716]",7
4320,432,"[432, 966, 699]",3
4321,432,"[432, 251, 632, 290]",4
4322,432,"[432, 304, 154, 200]",4
4323,432,"[432, 602, 514, 921, 716]",5
4324,432,"[432, 966, 935, 833, 754]",5
4325,432,"[432, 442, 908, 495, 609, 891]",6
4326,432,"[432, 442, 853, 868, 771, 780]",6
4327,432,"[432, 251, 384, 406, 73, 605]",6
4328,432,"[432, 966, 57, 778, 920, 95]",6
4329,432,"[432, 966, 274, 849, 457, 149, 522]",7
4330,433,"[433, 855, 699]",3
4331,433,"[433, 578, 935, 833, 754]",5
4332,433,"[433, 475, 482, 725, 95]",5
4333,433,"[433, 548, 34, 101, 632, 290]",6
4334,433,"[433, 256, 116, 2, 581, 891]",6
4335,433,"[433, 475, 482, 974, 154, 200]",6
4336,433,"[433, 256, 346, 366, 162, 522]",6
4337,433,"[433, 256, 303, 868, 771, 780]",6
4338,433,"[433, 256, 346, 196, 727, 335]",6
4339,433,"[433, 548, 383, 456, 996, 447, 716]",7
4340,434,"[434, 966, 699]",3
4341,434,"[434, 966, 935, 833, 754]",5
4342,434,"[434, 22, 107, 73, 605]",5
4343,434,"[434, 22, 107, 117, 119, 290]",6
4344,434,"[434, 386, 54, 267, 700, 891]",6
4345,434,"[434, 966, 432, 304, 154, 200]",6
4346,434,"[434, 966, 485, 525, 921, 716]",6
4347,434,"[434, 966, 57, 778, 920, 95]",6
4348,434,"[434, 966, 274, 849, 457, 149, 522]",7
4349,434,"[434, 966, 432, 442, 853, 868, 771, 780]",8
4350,435,"[435, 869, 658, 713, 290]",5
4351,435,"[435, 567, 432, 966, 699]",5
4352,435,"[435, 567, 432, 304, 154, 200]",6
4353,435,"[435, 869, 49, 641, 833, 754]",6
4354,435,"[435, 567, 209, 794, 446, 40, 891]",7
4355,435,"[435, 703, 503, 941, 457, 149, 522]",7
4356,435,"[435, 869, 49, 942, 712, 627, 716]",7
4357,435,"[435, 567, 970, 814, 983, 771, 780]",7
4358,435,"[435, 703, 503, 642, 978, 73, 605]",7
4359,435,"[435, 869, 658, 951, 482, 725, 95]",7
4360,436,"[436, 842, 211, 356, 290]",5
4361,436,"[436, 842, 211, 952, 891]",5
4362,436,"[436, 842, 980, 833, 754]",5
4363,436,"[436, 620, 513, 457, 149, 522]",6
4364,436,"[436, 128, 738, 233, 627, 716]",6
4365,436,"[436, 620, 252, 362, 580, 335]",6
4366,436,"[436, 128, 738, 233, 884, 699]",6
4367,436,"[436, 128, 809, 817, 329, 154, 200]",7
4368,436,"[436, 679, 405, 299, 748, 771, 780]",7
4369,436,"[436, 620, 306, 173, 107, 73, 605]",7
4370,437,"[437, 536, 447, 716]",4
4371,437,"[437, 298, 926, 93, 200]",5
4372,437,"[437, 880, 786, 742, 95]",5
4373,437,"[437, 880, 853, 868, 771, 780]",6
4374,437,"[437, 880, 72, 617, 515, 574, 290]",7
4375,437,"[437, 880, 72, 104, 495, 609, 891]",7
4376,437,"[437, 358, 802, 84, 635, 162, 522]",7
4377,437,"[437, 536, 324, 367, 125, 344, 699]",7
4378,437,"[437, 536, 324, 957, 390, 565, 605]",7
4379,437,"[437, 536, 324, 957, 463, 976, 580, 335]",8
4380,438,"[438, 509, 480, 83, 268, 605]",6
4381,438,"[438, 509, 80, 877, 807, 95]",6
4382,438,"[438, 509, 480, 528, 102, 581, 891]",7
4383,438,"[438, 509, 453, 819, 495, 805, 200]",7
4384,438,"[438, 509, 166, 738, 233, 627, 716]",7
4385,438,"[438, 509, 166, 519, 362, 580, 335]",7
4386,438,"[438, 509, 166, 738, 636, 71, 754]",7
4387,438,"[438, 509, 480, 528, 125, 344, 699]",7
4388,438,"[438, 509, 480, 83, 489, 572, 119, 290]",8
4389,438,"[438, 509, 453, 988, 893, 941, 457, 149, 522]",9
4390,439,"[439, 19, 694, 699]",4
4391,439,"[439, 19, 694, 834, 200]",5
4392,439,"[439, 941, 457, 149, 522]",5
4393,439,"[439, 721, 390, 565, 605]",5
4394,439,"[439, 721, 482, 725, 95]",5
4395,439,"[439, 239, 249, 48, 462, 290]",6
4396,439,"[439, 721, 390, 532, 609, 891]",6
4397,439,"[439, 239, 554, 222, 749, 716]",6
4398,439,"[439, 941, 893, 362, 580, 335]",6
4399,439,"[439, 971, 631, 762, 833, 754]",6
4400,440,"[440, 383, 267, 700, 891]",5
4401,440,"[440, 244, 222, 749, 716]",5
4402,440,"[440, 124, 638, 540, 699]",5
4403,440,"[440, 244, 222, 749, 805, 200]",6
4404,440,"[440, 244, 222, 110, 771, 780]",6
4405,440,"[440, 383, 336, 307, 71, 754]",6
4406,440,"[440, 812, 109, 690, 73, 605]",6
4407,440,"[440, 244, 222, 110, 725, 95]",6
4408,440,"[440, 244, 114, 791, 711, 119, 290]",7
4409,440,"[440, 956, 558, 346, 366, 162, 522]",7
4410,441,"[441, 170, 834, 200]",4
4411,441,"[441, 456, 996, 447, 716]",5
4412,441,"[441, 709, 52, 56, 754]",5
4413,441,"[441, 170, 834, 694, 699]",5
4414,441,"[441, 112, 726, 920, 95]",5
4415,441,"[441, 170, 189, 255, 119, 290]",6
4416,441,"[441, 456, 383, 267, 700, 891]",6
4417,441,"[441, 709, 202, 110, 771, 780]",6
4418,441,"[441, 709, 52, 230, 73, 605]",6
4419,441,"[441, 407, 853, 113, 941, 457, 149, 522]",8
4420,442,"[442, 301, 713, 290]",4
4421,442,"[442, 432, 966, 699]",4
4422,442,"[442, 908, 495, 609, 891]",5
4423,442,"[442, 432, 304, 154, 200]",5
4424,442,"[442, 853, 868, 771, 780]",5
4425,442,"[442, 908, 495, 805, 749, 716]",6
4426,442,"[442, 908, 495, 761, 924, 335]",6
4427,442,"[442, 301, 460, 954, 735, 754]",6
4428,442,"[442, 301, 460, 203, 742, 95]",6
4429,442,"[442, 853, 113, 941, 457, 149, 522]",7
4430,443,"[443, 91, 727, 335]",4
4431,443,"[443, 351, 101, 632, 290]",5
4432,443,"[443, 91, 360, 943, 834, 200]",6
4433,443,"[443, 91, 360, 222, 749, 716]",6
4434,443,"[443, 91, 584, 391, 684, 699]",6
4435,443,"[443, 351, 101, 718, 313, 40, 891]",7
4436,443,"[443, 91, 360, 222, 110, 771, 780]",7
4437,443,"[443, 905, 365, 534, 236, 56, 754]",7
4438,443,"[443, 91, 727, 373, 473, 835, 95]",7
4439,443,"[443, 91, 727, 196, 346, 366, 162, 522]",8
4440,444,"[444, 489, 572, 119, 290]",5
4441,444,"[444, 909, 765, 805, 200]",5
4442,444,"[444, 554, 222, 749, 716]",5
4443,444,"[444, 693, 638, 540, 699]",5
4444,444,"[444, 489, 83, 268, 605]",5
4445,444,"[444, 489, 572, 119, 40, 891]",6
4446,444,"[444, 554, 222, 110, 771, 780]",6
4447,444,"[444, 554, 265, 467, 924, 335]",6
4448,444,"[444, 909, 600, 726, 920, 95]",6
4449,444,"[444, 489, 361, 941, 457, 149, 522]",7
4450,445,"[445, 849, 457, 149, 522]",5
4451,445,"[445, 849, 274, 966, 699]",5
4452,445,"[445, 912, 230, 73, 605]",5
4453,445,"[445, 912, 26, 497, 93, 200]",6
4454,445,"[445, 912, 98, 191, 724, 780]",6
4455,445,"[445, 912, 230, 52, 56, 754]",6
4456,445,"[445, 431, 656, 786, 742, 95]",6
4457,445,"[445, 912, 26, 193, 427, 462, 290]",7
4458,445,"[445, 912, 98, 191, 21, 397, 891]",7
4459,445,"[445, 431, 656, 391, 761, 924, 335]",7
4460,446,"[446, 40, 891]",3
4461,446,"[446, 40, 119, 290]",4
4462,446,"[446, 860, 482, 725, 95]",5
4463,446,"[446, 860, 482, 974, 154, 200]",6
4464,446,"[446, 40, 25, 74, 627, 716]",6
4465,446,"[446, 794, 153, 79, 56, 754]",6
4466,446,"[446, 278, 139, 83, 268, 605]",6
4467,446,"[446, 860, 482, 974, 722, 162, 522]",7
4468,446,"[446, 860, 482, 725, 110, 771, 780]",7
4469,446,"[446, 491, 129, 584, 91, 727, 335]",7
4470,447,"[447, 716]",2
4471,447,"[447, 716, 749, 805, 200]",5
4472,447,"[447, 996, 352, 255, 119, 290]",6
4473,447,"[447, 716, 921, 181, 397, 891]",6
4474,447,"[447, 716, 221, 832, 924, 335]",6
4475,447,"[447, 716, 627, 233, 884, 699]",6
4476,447,"[447, 996, 247, 877, 807, 95]",6
4477,447,"[447, 716, 749, 222, 110, 771, 780]",7
4478,447,"[447, 996, 854, 534, 236, 56, 754]",7
4479,447,"[447, 536, 324, 957, 390, 565, 605]",7
4480,448,"[448, 473, 835, 95]",4
4481,448,"[448, 473, 943, 713, 290]",5
4482,448,"[448, 318, 136, 834, 200]",5
4483,448,"[448, 793, 74, 627, 716]",5
4484,448,"[448, 473, 373, 727, 335]",5
4485,448,"[448, 793, 846, 2, 581, 891]",6
4486,448,"[448, 710, 814, 983, 771, 780]",6
4487,448,"[448, 710, 77, 50, 56, 754]",6
4488,448,"[448, 318, 508, 521, 540, 699]",6
4489,448,"[448, 793, 159, 978, 73, 605]",6
4490,449,"[449, 552, 897, 200]",4
4491,449,"[449, 226, 14, 556, 632, 290]",6
4492,449,"[449, 610, 116, 2, 581, 891]",6
4493,449,"[449, 552, 300, 78, 871, 522]",6
4494,449,"[449, 552, 300, 784, 724, 780]",6
4495,449,"[449, 226, 14, 762, 833, 754]",6
4496,449,"[449, 226, 174, 402, 344, 699]",6
4497,449,"[449, 552, 281, 769, 742, 95]",6
4498,449,"[449, 478, 875, 622, 222, 749, 716]",7
4499,449,"[449, 610, 82, 939, 761, 924, 335]",7
4500,450,"[450, 970, 814, 556, 632, 290]",6
4501,450,"[450, 570, 163, 267, 700, 891]",6
4502,450,"[450, 562, 245, 974, 154, 200]",6
4503,450,"[450, 570, 353, 647, 162, 522]",6
4504,450,"[450, 570, 353, 242, 771, 780]",6
4505,450,"[450, 970, 567, 432, 966, 699]",6
4506,450,"[450, 570, 208, 482, 725, 95]",6
4507,450,"[450, 292, 474, 122, 74, 627, 716]",7
4508,450,"[450, 570, 163, 267, 302, 268, 605]",7
4509,450,"[450, 570, 163, 613, 808, 196, 727, 335]",8
4510,451,"[451, 416, 684, 699]",4
4511,451,"[451, 416, 972, 834, 200]",5
4512,451,"[451, 691, 868, 771, 780]",5
4513,451,"[451, 691, 185, 682, 574, 290]",6
4514,451,"[451, 967, 210, 495, 609, 891]",6
4515,451,"[451, 967, 803, 236, 56, 754]",6
4516,451,"[451, 812, 109, 690, 73, 605]",6
4517,451,"[451, 598, 277, 486, 832, 221, 716]",7
4518,451,"[451, 967, 210, 495, 761, 924, 335]",7
4519,451,"[451, 812, 109, 810, 551, 835, 95]",7
4520,452,"[452, 71, 754]",3
4521,452,"[452, 512, 117, 119, 290]",5
4522,452,"[452, 512, 117, 119, 40, 891]",6
4523,452,"[452, 512, 117, 107, 73, 605]",6
4524,452,"[452, 71, 636, 537, 765, 805, 200]",7
4525,452,"[452, 71, 636, 738, 233, 627, 716]",7
4526,452,"[452, 71, 754, 279, 611, 403, 335]",7
4527,452,"[452, 71, 720, 820, 274, 966, 699]",7
4528,452,"[452, 512, 117, 460, 203, 742, 95]",7
4529,452,"[452, 512, 555, 205, 841, 647, 162, 522]",8
4530,453,"[453, 819, 495, 609, 891]",5
4531,453,"[453, 819, 495, 805, 200]",5
4532,453,"[453, 819, 233, 627, 716]",5
4533,453,"[453, 819, 233, 884, 699]",5
4534,453,"[453, 988, 32, 714, 95]",5
4535,453,"[453, 988, 893, 362, 580, 335]",6
4536,453,"[453, 988, 973, 410, 735, 754]",6
4537,453,"[453, 509, 480, 83, 268, 605]",6
4538,453,"[453, 774, 17, 939, 48, 462, 290]",7
4539,453,"[453, 988, 893, 941, 457, 149, 522]",7
4540,454,"[454, 500, 684, 699]",4
4541,454,"[454, 500, 682, 574, 290]",5
4542,454,"[454, 639, 975, 674, 891]",5
4543,454,"[454, 602, 514, 921, 716]",5
4544,454,"[454, 602, 432, 304, 154, 200]",6
4545,454,"[454, 904, 849, 457, 149, 522]",6
4546,454,"[454, 500, 682, 317, 771, 780]",6
4547,454,"[454, 500, 682, 845, 924, 335]",6
4548,454,"[454, 639, 49, 641, 833, 754]",6
4549,454,"[454, 500, 550, 925, 107, 73, 605]",7
4550,455,"[455, 462, 290]",3
4551,455,"[455, 153, 79, 56, 754]",5
4552,455,"[455, 153, 794, 446, 40, 891]",6
4553,455,"[455, 961, 206, 712, 627, 716]",6
4554,455,"[455, 979, 183, 529, 724, 780]",6
4555,455,"[455, 462, 134, 976, 580, 335]",6
4556,455,"[455, 153, 785, 57, 966, 699]",6
4557,455,"[455, 462, 427, 551, 835, 95]",6
4558,455,"[455, 653, 194, 245, 974, 154, 200]",7
4559,455,"[455, 401, 361, 941, 457, 149, 522]",7
4560,456,"[456, 996, 447, 716]",4
4561,456,"[456, 322, 987, 574, 290]",5
4562,456,"[456, 383, 267, 700, 891]",5
4563,456,"[456, 441, 170, 834, 200]",5
4564,456,"[456, 441, 709, 52, 56, 754]",6
4565,456,"[456, 441, 170, 834, 694, 699]",6
4566,456,"[456, 322, 919, 175, 268, 605]",6
4567,456,"[456, 441, 112, 726, 920, 95]",6
4568,456,"[456, 441, 709, 202, 110, 771, 780]",7
4569,456,"[456, 996, 352, 890, 196, 727, 335]",7
4570,457,"[457, 149, 522]",3
4571,457,"[457, 513, 977, 529, 290]",5
4572,457,"[457, 849, 274, 966, 699]",5
4573,457,"[457, 849, 731, 394, 834, 200]",6
4574,457,"[457, 513, 977, 529, 724, 780]",6
4575,457,"[457, 941, 893, 362, 580, 335]",6
4576,457,"[457, 938, 90, 560, 102, 581, 891]",7
4577,457,"[457, 849, 274, 820, 720, 71, 754]",7
4578,457,"[457, 941, 113, 811, 390, 565, 605]",7
4579,457,"[457, 849, 731, 92, 726, 920, 95]",7
4580,458,"[458, 991, 238, 961, 455, 462, 290]",7
4581,458,"[458, 991, 326, 753, 922, 397, 891]",7
4582,458,"[458, 991, 238, 96, 136, 834, 200]",7
4583,458,"[458, 991, 238, 808, 196, 727, 335]",7
4584,458,"[458, 991, 238, 96, 551, 835, 95]",7
4585,458,"[458, 991, 238, 808, 310, 233, 627, 716]",8
4586,458,"[458, 991, 326, 753, 730, 762, 833, 754]",8
4587,458,"[458, 991, 238, 929, 174, 402, 344, 699]",8
4588,458,"[458, 991, 326, 37, 919, 175, 268, 605]",8
4589,458,"[458, 991, 238, 808, 613, 539, 423, 162, 522]",9
4590,459,"[459, 481, 952, 891]",4
4591,459,"[459, 347, 160, 119, 290]",5
4592,459,"[459, 347, 788, 974, 154, 200]",6
4593,459,"[459, 472, 668, 373, 727, 335]",6
4594,459,"[459, 481, 139, 83, 268, 605]",6
4595,459,"[459, 347, 788, 769, 742, 95]",6
4596,459,"[459, 994, 167, 941, 457, 149, 522]",7
4597,459,"[459, 472, 668, 373, 832, 221, 716]",7
4598,459,"[459, 472, 668, 299, 748, 771, 780]",7
4599,459,"[459, 481, 946, 77, 50, 56, 754]",7
4600,460,"[460, 117, 119, 290]",4
4601,460,"[460, 954, 735, 754]",4
4602,460,"[460, 203, 742, 95]",4
4603,460,"[460, 117, 119, 40, 891]",5
4604,460,"[460, 203, 712, 627, 716]",5
4605,460,"[460, 117, 107, 73, 605]",5
4606,460,"[460, 301, 713, 943, 834, 200]",6
4607,460,"[460, 48, 939, 761, 924, 335]",6
4608,460,"[460, 301, 442, 432, 966, 699]",6
4609,460,"[460, 836, 740, 103, 722, 162, 522]",7
4610,461,"[461, 631, 762, 833, 754]",5
4611,461,"[461, 431, 496, 394, 834, 200]",6
4612,461,"[461, 631, 202, 110, 771, 780]",6
4613,461,"[461, 431, 656, 391, 684, 699]",6
4614,461,"[461, 431, 656, 786, 742, 95]",6
4615,461,"[461, 619, 418, 219, 427, 462, 290]",7
4616,461,"[461, 619, 583, 398, 596, 674, 891]",7
4617,461,"[461, 431, 445, 849, 457, 149, 522]",7
4618,461,"[461, 631, 202, 110, 222, 749, 716]",7
4619,461,"[461, 431, 656, 391, 761, 924, 335]",7
4620,462,"[462, 290]",2
4621,462,"[462, 290, 119, 40, 891]",5
4622,462,"[462, 290, 529, 724, 780]",5
4623,462,"[462, 134, 976, 580, 335]",5
4624,462,"[462, 427, 551, 835, 95]",5
4625,462,"[462, 290, 713, 943, 834, 200]",6
4626,462,"[462, 455, 153, 79, 56, 754]",6
4627,462,"[462, 455, 961, 206, 712, 627, 716]",7
4628,462,"[462, 290, 574, 682, 500, 684, 699]",7
4629,462,"[462, 290, 119, 117, 107, 73, 605]",7
4630,463,"[463, 976, 580, 335]",4
4631,463,"[463, 976, 134, 462, 290]",5
4632,463,"[463, 957, 390, 565, 605]",5
4633,463,"[463, 194, 370, 714, 95]",5
4634,463,"[463, 957, 390, 532, 609, 891]",6
4635,463,"[463, 194, 245, 974, 154, 200]",6
4636,463,"[463, 957, 324, 536, 447, 716]",6
4637,463,"[463, 976, 183, 529, 724, 780]",6
4638,463,"[463, 194, 653, 720, 71, 754]",6
4639,463,"[463, 976, 339, 106, 423, 162, 522]",7
4640,464,"[464, 735, 754]",3
4641,464,"[464, 735, 410, 998, 574, 290]",6
4642,464,"[464, 291, 159, 248, 921, 716]",6
4643,464,"[464, 291, 159, 978, 73, 605]",6
4644,464,"[464, 735, 985, 32, 714, 95]",6
4645,464,"[464, 291, 579, 96, 136, 834, 200]",7
4646,464,"[464, 735, 754, 279, 611, 403, 335]",7
4647,464,"[464, 735, 754, 833, 935, 966, 699]",7
4648,464,"[464, 735, 954, 847, 845, 181, 397, 891]",8
4649,464,"[464, 735, 985, 642, 539, 423, 162, 522]",8
4650,465,"[465, 515, 574, 290]",4
4651,465,"[465, 777, 722, 162, 522]",5
4652,465,"[465, 515, 110, 771, 780]",5
4653,465,"[465, 359, 236, 56, 754]",5
4654,465,"[465, 515, 110, 725, 95]",5
4655,465,"[465, 777, 722, 974, 154, 200]",6
4656,465,"[465, 515, 110, 222, 749, 716]",6
4657,465,"[465, 359, 339, 976, 580, 335]",6
4658,465,"[465, 359, 616, 753, 922, 397, 891]",7
4659,465,"[465, 515, 574, 682, 500, 684, 699]",7
4660,466,"[466, 753, 922, 397, 891]",5
4661,466,"[466, 753, 577, 48, 462, 290]",6
4662,466,"[466, 753, 616, 136, 834, 200]",6
4663,466,"[466, 393, 661, 233, 627, 716]",6
4664,466,"[466, 472, 668, 373, 727, 335]",6
4665,466,"[466, 753, 730, 762, 833, 754]",6
4666,466,"[466, 393, 661, 233, 884, 699]",6
4667,466,"[466, 903, 121, 482, 725, 95]",6
4668,466,"[466, 856, 655, 346, 366, 162, 522]",7
