,source_node,path,distance
419,139,"[139, 73, 211, 236, 155, 0, 46, 194, 287, 10]",10
420,140,"[140, 182, 133, 93, 64, 142, 243, 8, 117, 1, 5]",11
421,140,"[140, 182, 133, 93, 64, 142, 243, 8, 117, 40, 25]",11
422,140,"[140, 182, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",12
423,141,"[141, 18, 179, 258, 264, 236, 155, 1, 5]",9
424,141,"[141, 18, 179, 258, 264, 198, 146, 104, 74, 15]",10
425,141,"[141, 18, 179, 258, 223, 24, 241, 14, 81, 25]",10
426,142,"[142, 243, 8, 117, 1, 5]",6
427,142,"[142, 243, 8, 117, 40, 25]",6
428,142,"[142, 243, 8, 146, 104, 74, 15]",7
429,143,"[143, 219, 209, 236, 155, 1, 5]",7
430,143,"[143, 219, 209, 236, 280, 76, 81, 25]",8
431,143,"[143, 219, 209, 236, 155, 0, 46, 194, 287, 10]",10
432,144,"[144, 283, 252, 72, 40, 25]",6
433,144,"[144, 283, 252, 72, 40, 115, 15]",7
434,144,"[144, 283, 252, 72, 40, 117, 1, 5]",8
435,145,"[145, 287, 10]",3
436,145,"[145, 287, 194, 46, 0, 155, 1, 5]",8
437,145,"[145, 287, 194, 46, 0, 155, 1, 117, 40, 25]",10
438,146,"[146, 104, 74, 15]",4
439,146,"[146, 8, 117, 1, 5]",5
440,146,"[146, 8, 117, 40, 25]",5
441,147,"[147, 248, 299, 113, 21, 193, 142, 243, 8, 117, 1, 5]",12
442,147,"[147, 248, 299, 113, 21, 193, 142, 243, 8, 117, 40, 25]",12
443,147,"[147, 248, 299, 113, 21, 193, 142, 243, 8, 146, 104, 74, 15]",13
444,148,"[148, 279, 94, 45, 77, 297, 275, 159, 5]",9
445,148,"[148, 279, 205, 83, 288, 282, 289, 206, 81, 25]",10
446,148,"[148, 279, 94, 45, 56, 134, 54, 264, 198, 146, 104, 74, 15]",13
447,149,"[149, 256, 105, 86, 184, 243, 8, 117, 1, 5]",10
448,149,"[149, 256, 105, 86, 184, 243, 8, 117, 40, 25]",10
449,149,"[149, 256, 105, 86, 184, 243, 8, 146, 104, 74, 15]",11
450,150,"[150, 134, 54, 264, 236, 155, 1, 5]",8
451,150,"[150, 134, 54, 264, 198, 146, 104, 74, 15]",9
452,150,"[150, 134, 54, 264, 236, 280, 76, 81, 25]",9
453,151,"[151, 267, 0, 155, 1, 5]",6
454,151,"[151, 267, 0, 46, 194, 287, 10]",7
455,151,"[151, 192, 198, 146, 104, 74, 15]",7
456,152,"[152, 43, 292, 223, 24, 241, 14, 81, 25]",9
457,152,"[152, 43, 292, 223, 258, 264, 236, 155, 1, 5]",10
458,152,"[152, 43, 292, 223, 258, 264, 198, 146, 104, 74, 15]",11
459,153,"[153, 66, 43, 292, 223, 24, 241, 14, 81, 25]",10
460,153,"[153, 66, 43, 292, 223, 258, 264, 236, 155, 1, 5]",11
461,153,"[153, 66, 43, 292, 223, 258, 264, 198, 146, 104, 74, 15]",12
462,154,"[154, 96, 258, 264, 236, 155, 1, 5]",8
463,154,"[154, 96, 258, 264, 198, 146, 104, 74, 15]",9
464,154,"[154, 96, 258, 223, 24, 241, 14, 81, 25]",9
465,155,"[155, 1, 5]",3
466,155,"[155, 1, 117, 40, 25]",5
467,155,"[155, 0, 46, 194, 287, 10]",6
468,156,"[156, 128, 180, 1, 5]",5
469,156,"[156, 128, 180, 1, 117, 40, 25]",7
470,156,"[156, 128, 180, 1, 117, 40, 115, 15]",8
471,157,"[157, 124, 256, 105, 86, 184, 243, 8, 117, 1, 5]",11
472,157,"[157, 124, 256, 105, 86, 184, 243, 8, 117, 40, 25]",11
473,157,"[157, 124, 256, 105, 86, 184, 243, 8, 146, 104, 74, 15]",12
474,158,"[158, 203, 199, 28, 115, 15]",6
475,158,"[158, 203, 199, 28, 115, 40, 25]",7
476,158,"[158, 203, 199, 28, 115, 40, 117, 1, 5]",9
477,159,"[159, 5]",2
478,159,"[159, 5, 1, 117, 40, 25]",6
479,159,"[159, 5, 1, 117, 40, 115, 15]",7
480,160,"[160, 70, 270, 283, 252, 72, 40, 25]",8
481,160,"[160, 70, 270, 283, 252, 72, 40, 115, 15]",9
482,160,"[160, 70, 270, 283, 252, 72, 40, 117, 1, 5]",10
483,161,"[161, 129, 210, 102, 44, 156, 128, 180, 1, 5]",10
484,161,"[161, 129, 210, 56, 120, 144, 283, 252, 72, 40, 25]",11
485,161,"[161, 129, 210, 111, 96, 258, 264, 198, 146, 104, 74, 15]",12
486,162,"[162, 48, 219, 209, 236, 155, 1, 5]",8
487,162,"[162, 48, 219, 209, 236, 280, 76, 81, 25]",9
488,162,"[162, 48, 219, 209, 236, 155, 0, 46, 194, 287, 10]",11
489,163,"[163, 76, 81, 25]",4
490,163,"[163, 126, 246, 104, 74, 15]",6
491,163,"[163, 76, 280, 236, 155, 1, 5]",7
492,164,"[164, 204, 165, 101, 175, 25]",6
493,164,"[164, 204, 165, 101, 175, 25, 40, 115, 15]",9
494,164,"[164, 204, 165, 101, 175, 25, 40, 117, 1, 5]",10
495,165,"[165, 101, 175, 25]",4
496,165,"[165, 101, 175, 25, 40, 115, 15]",7
497,165,"[165, 101, 175, 25, 40, 117, 1, 5]",8
498,166,"[166, 144, 283, 252, 72, 40, 25]",7
499,166,"[166, 144, 283, 252, 72, 40, 115, 15]",8
500,166,"[166, 144, 283, 252, 72, 40, 117, 1, 5]",9
501,167,"[167, 51, 118, 290, 98, 105, 86, 184, 243, 8, 117, 1, 5]",13
502,167,"[167, 51, 118, 290, 98, 105, 86, 184, 243, 8, 117, 40, 25]",13
503,167,"[167, 51, 118, 290, 98, 105, 86, 184, 243, 8, 146, 104, 74, 15]",14
504,168,"[168, 158, 203, 199, 28, 115, 15]",7
505,168,"[168, 158, 203, 199, 28, 115, 40, 25]",8
506,168,"[168, 103, 37, 188, 71, 46, 194, 287, 10]",9
507,169,"[169, 236, 155, 1, 5]",5
508,169,"[169, 236, 280, 76, 81, 25]",6
509,169,"[169, 236, 155, 0, 46, 194, 287, 10]",8
510,170,"[170, 148, 279, 94, 45, 77, 297, 275, 159, 5]",10
511,170,"[170, 148, 279, 205, 83, 288, 282, 289, 206, 81, 25]",11
512,170,"[170, 148, 279, 94, 45, 56, 134, 54, 264, 198, 146, 104, 74, 15]",14
513,171,"[171, 142, 243, 8, 117, 1, 5]",7
514,171,"[171, 142, 243, 8, 117, 40, 25]",7
515,171,"[171, 142, 243, 8, 146, 104, 74, 15]",8
516,172,"[172, 208, 153, 66, 43, 292, 223, 24, 241, 14, 81, 25]",12
517,172,"[172, 208, 153, 66, 43, 292, 223, 258, 264, 236, 155, 1, 5]",13
518,172,"[172, 208, 153, 66, 43, 292, 223, 258, 264, 198, 146, 104, 74, 15]",14
519,173,"[173, 170, 148, 279, 94, 45, 77, 297, 275, 159, 5]",11
520,173,"[173, 170, 148, 279, 205, 83, 288, 282, 289, 206, 81, 25]",12
521,173,"[173, 170, 148, 279, 94, 45, 56, 134, 54, 264, 198, 146, 104, 74, 15]",15
522,174,"[174, 94, 45, 77, 297, 275, 159, 5]",8
523,174,"[174, 259, 139, 73, 211, 236, 280, 76, 81, 25]",10
524,174,"[174, 259, 139, 73, 211, 236, 155, 0, 46, 194, 287, 10]",12
525,175,"[175, 25]",2
526,175,"[175, 25, 40, 115, 15]",5
527,175,"[175, 25, 40, 117, 1, 5]",6
528,176,"[176, 258, 264, 236, 155, 1, 5]",7
529,176,"[176, 258, 264, 198, 146, 104, 74, 15]",8
530,176,"[176, 258, 223, 24, 241, 14, 81, 25]",8
531,177,"[177, 35, 24, 241, 14, 81, 25]",7
532,177,"[177, 35, 188, 71, 46, 194, 287, 10]",8
533,177,"[177, 35, 188, 71, 46, 0, 155, 1, 5]",9
534,178,"[178, 110, 134, 54, 264, 236, 155, 1, 5]",9
535,178,"[178, 110, 134, 54, 264, 198, 146, 104, 74, 15]",10
536,178,"[178, 110, 134, 54, 264, 236, 280, 76, 81, 25]",10
537,179,"[179, 258, 264, 236, 155, 1, 5]",7
538,179,"[179, 258, 264, 198, 146, 104, 74, 15]",8
539,179,"[179, 258, 223, 24, 241, 14, 81, 25]",8
540,180,"[180, 1, 5]",3
541,180,"[180, 1, 117, 40, 25]",5
542,180,"[180, 1, 117, 40, 115, 15]",6
543,181,"[181, 106, 272, 246, 104, 74, 15]",7
544,181,"[181, 53, 288, 207, 297, 275, 159, 5]",8
545,181,"[181, 53, 288, 282, 289, 206, 81, 25]",8
546,182,"[182, 133, 93, 64, 142, 243, 8, 117, 1, 5]",10
547,182,"[182, 133, 93, 64, 142, 243, 8, 117, 40, 25]",10
548,182,"[182, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",11
549,183,"[183, 250, 5]",3
550,183,"[183, 250, 5, 1, 117, 40, 25]",7
551,183,"[183, 250, 5, 1, 117, 40, 115, 15]",8
552,184,"[184, 243, 8, 117, 1, 5]",6
553,184,"[184, 243, 8, 117, 40, 25]",6
554,184,"[184, 243, 8, 146, 104, 74, 15]",7
555,185,"[185, 27, 181, 106, 272, 246, 104, 74, 15]",9
556,185,"[185, 27, 75, 139, 73, 211, 236, 155, 1, 5]",10
557,185,"[185, 27, 181, 53, 288, 282, 289, 206, 81, 25]",10
558,186,"[186, 184, 243, 8, 117, 1, 5]",7
559,186,"[186, 184, 243, 8, 117, 40, 25]",7
560,186,"[186, 184, 243, 8, 146, 104, 74, 15]",8
561,187,"[187, 58, 246, 104, 74, 15]",6
562,187,"[187, 222, 163, 76, 81, 25]",6
563,187,"[187, 222, 254, 71, 46, 194, 287, 10]",8
564,188,"[188, 71, 46, 194, 287, 10]",6
565,188,"[188, 71, 46, 0, 155, 1, 5]",7
566,188,"[188, 35, 24, 241, 14, 81, 25]",7
567,189,"[189, 211, 236, 155, 1, 5]",6
568,189,"[189, 211, 236, 280, 76, 81, 25]",7
569,189,"[189, 211, 236, 155, 0, 46, 194, 287, 10]",9
570,190,"[190, 277, 176, 258, 264, 236, 155, 1, 5]",9
571,190,"[190, 277, 176, 258, 264, 198, 146, 104, 74, 15]",10
572,190,"[190, 277, 176, 258, 223, 24, 241, 14, 81, 25]",10
573,191,"[191, 29, 19, 238, 36, 188, 71, 46, 194, 287, 10]",11
574,191,"[191, 29, 19, 238, 36, 188, 71, 46, 0, 155, 1, 5]",12
575,191,"[191, 29, 19, 238, 36, 188, 35, 24, 241, 14, 81, 25]",12
576,192,"[192, 198, 146, 104, 74, 15]",6
577,192,"[192, 198, 146, 8, 117, 1, 5]",7
578,192,"[192, 198, 146, 8, 117, 40, 25]",7
579,193,"[193, 142, 243, 8, 117, 1, 5]",7
580,193,"[193, 142, 243, 8, 117, 40, 25]",7
581,193,"[193, 142, 243, 8, 146, 104, 74, 15]",8
582,194,"[194, 287, 10]",3
583,194,"[194, 46, 0, 155, 1, 5]",6
584,194,"[194, 46, 0, 155, 1, 117, 40, 25]",8
585,195,"[195, 223, 24, 241, 14, 81, 25]",7
586,195,"[195, 223, 258, 264, 236, 155, 1, 5]",8
587,195,"[195, 223, 258, 264, 198, 146, 104, 74, 15]",9
588,196,"[196, 209, 236, 155, 1, 5]",6
589,196,"[196, 209, 236, 280, 76, 81, 25]",7
590,196,"[196, 209, 236, 155, 0, 46, 194, 287, 10]",9
591,197,"[197, 249, 86, 184, 243, 8, 117, 1, 5]",9
592,197,"[197, 249, 86, 184, 243, 8, 117, 40, 25]",9
593,197,"[197, 249, 86, 184, 243, 8, 146, 104, 74, 15]",10
594,198,"[198, 146, 104, 74, 15]",5
595,198,"[198, 146, 8, 117, 1, 5]",6
596,198,"[198, 146, 8, 117, 40, 25]",6
597,199,"[199, 28, 115, 15]",4
598,199,"[199, 28, 115, 40, 25]",5
599,199,"[199, 28, 115, 40, 117, 1, 5]",7
600,200,"[200, 6, 126, 246, 104, 74, 15]",7
601,200,"[200, 6, 126, 163, 76, 81, 25]",7
602,200,"[200, 6, 126, 246, 104, 146, 8, 117, 1, 5]",10
603,201,"[201, 65, 34, 276, 184, 243, 8, 117, 1, 5]",10
604,201,"[201, 84, 41, 114, 106, 272, 246, 104, 74, 15]",10
605,201,"[201, 65, 34, 276, 184, 243, 8, 117, 40, 25]",10
606,202,"[202, 282, 289, 206, 81, 25]",6
607,202,"[202, 282, 288, 207, 297, 275, 159, 5]",8
608,202,"[202, 282, 289, 206, 81, 25, 40, 115, 15]",9
609,203,"[203, 199, 28, 115, 15]",5
610,203,"[203, 199, 28, 115, 40, 25]",6
611,203,"[203, 199, 28, 115, 40, 117, 1, 5]",8
612,204,"[204, 165, 101, 175, 25]",5
613,204,"[204, 165, 101, 175, 25, 40, 115, 15]",8
614,204,"[204, 165, 101, 175, 25, 40, 117, 1, 5]",9
615,205,"[205, 83, 288, 207, 297, 275, 159, 5]",8
616,205,"[205, 83, 288, 282, 289, 206, 81, 25]",8
617,205,"[205, 83, 288, 53, 181, 106, 272, 246, 104, 74, 15]",11
618,206,"[206, 81, 25]",3
619,206,"[206, 81, 25, 40, 115, 15]",6
620,206,"[206, 81, 25, 40, 117, 1, 5]",7
621,207,"[207, 297, 275, 159, 5]",5
622,207,"[207, 288, 282, 289, 206, 81, 25]",7
623,207,"[207, 288, 53, 181, 106, 272, 246, 104, 74, 15]",10
624,208,"[208, 153, 66, 43, 292, 223, 24, 241, 14, 81, 25]",11
625,208,"[208, 153, 66, 43, 292, 223, 258, 264, 236, 155, 1, 5]",12
626,208,"[208, 153, 66, 43, 292, 223, 258, 264, 198, 146, 104, 74, 15]",13
627,209,"[209, 236, 155, 1, 5]",5
628,209,"[209, 236, 280, 76, 81, 25]",6
629,209,"[209, 236, 155, 0, 46, 194, 287, 10]",8
630,210,"[210, 102, 44, 156, 128, 180, 1, 5]",8
631,210,"[210, 56, 120, 144, 283, 252, 72, 40, 25]",9
632,210,"[210, 111, 96, 258, 264, 198, 146, 104, 74, 15]",10
633,211,"[211, 236, 155, 1, 5]",5
634,211,"[211, 236, 280, 76, 81, 25]",6
635,211,"[211, 236, 155, 0, 46, 194, 287, 10]",8
636,212,"[212, 12, 260, 14, 81, 25]",6
637,212,"[212, 12, 260, 14, 81, 25, 40, 115, 15]",9
638,212,"[212, 12, 260, 14, 81, 25, 40, 117, 1, 5]",10
639,213,"[213, 83, 288, 207, 297, 275, 159, 5]",8
640,213,"[213, 83, 288, 282, 289, 206, 81, 25]",8
641,213,"[213, 83, 288, 53, 181, 106, 272, 246, 104, 74, 15]",11
642,214,"[214, 207, 297, 275, 159, 5]",6
643,214,"[214, 207, 288, 282, 289, 206, 81, 25]",8
644,214,"[214, 207, 288, 53, 181, 106, 272, 246, 104, 74, 15]",11
645,215,"[215, 44, 156, 128, 180, 1, 5]",7
646,215,"[215, 44, 156, 128, 180, 1, 117, 40, 25]",9
647,215,"[215, 44, 156, 128, 180, 1, 117, 40, 115, 15]",10
648,216,"[216, 264, 236, 155, 1, 5]",6
649,216,"[216, 3, 71, 46, 194, 287, 10]",7
650,216,"[216, 264, 198, 146, 104, 74, 15]",7
651,217,"[217, 49, 73, 211, 236, 155, 1, 5]",8
652,217,"[217, 49, 73, 211, 236, 280, 76, 81, 25]",9
653,217,"[217, 49, 73, 211, 236, 155, 0, 46, 194, 287, 10]",11
654,218,"[218, 132, 237, 165, 101, 175, 25]",7
655,218,"[218, 132, 237, 165, 101, 175, 25, 40, 115, 15]",10
656,218,"[218, 132, 237, 165, 101, 175, 25, 40, 117, 1, 5]",11
657,219,"[219, 209, 236, 155, 1, 5]",6
658,219,"[219, 209, 236, 280, 76, 81, 25]",7
659,219,"[219, 209, 236, 155, 0, 46, 194, 287, 10]",9
660,220,"[220, 140, 182, 133, 93, 64, 142, 243, 8, 117, 1, 5]",12
661,220,"[220, 140, 182, 133, 93, 64, 142, 243, 8, 117, 40, 25]",12
662,220,"[220, 140, 182, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",13
663,221,"[221, 227, 104, 74, 15]",5
664,221,"[221, 227, 104, 146, 8, 117, 1, 5]",8
665,221,"[221, 227, 104, 74, 15, 115, 40, 25]",8
666,222,"[222, 163, 76, 81, 25]",5
667,222,"[222, 254, 71, 46, 194, 287, 10]",7
668,222,"[222, 187, 58, 246, 104, 74, 15]",7
669,223,"[223, 24, 241, 14, 81, 25]",6
670,223,"[223, 258, 264, 236, 155, 1, 5]",7
671,223,"[223, 258, 264, 198, 146, 104, 74, 15]",8
672,224,"[224, 216, 264, 236, 155, 1, 5]",7
673,224,"[224, 216, 3, 71, 46, 194, 287, 10]",8
674,224,"[224, 216, 264, 198, 146, 104, 74, 15]",8
675,225,"[225, 298, 65, 34, 276, 184, 243, 8, 117, 1, 5]",11
676,225,"[225, 298, 65, 34, 276, 184, 243, 8, 117, 40, 25]",11
677,225,"[225, 298, 65, 34, 276, 184, 243, 8, 146, 104, 74, 15]",12
678,226,"[226, 82, 203, 199, 28, 115, 15]",7
679,226,"[226, 268, 283, 252, 72, 40, 25]",7
680,226,"[226, 136, 73, 211, 236, 155, 1, 5]",8
681,227,"[227, 104, 74, 15]",4
682,227,"[227, 104, 146, 8, 117, 1, 5]",7
683,227,"[227, 104, 74, 15, 115, 40, 25]",7
684,228,"[228, 87, 232, 3, 71, 46, 194, 287, 10]",9
685,228,"[228, 87, 232, 3, 71, 46, 0, 155, 1, 5]",10
686,228,"[228, 87, 232, 3, 216, 264, 198, 146, 104, 74, 15]",11
687,229,"[229, 47, 159, 5]",4
688,229,"[229, 128, 180, 1, 117, 40, 25]",7
689,229,"[229, 128, 180, 1, 117, 40, 115, 15]",8
690,230,"[230, 68, 276, 184, 243, 8, 117, 1, 5]",9
691,230,"[230, 68, 276, 184, 243, 8, 117, 40, 25]",9
692,230,"[230, 68, 276, 184, 243, 8, 146, 104, 74, 15]",10
693,231,"[231, 166, 144, 283, 252, 72, 40, 25]",8
694,231,"[231, 166, 144, 283, 252, 72, 40, 115, 15]",9
695,231,"[231, 166, 144, 283, 252, 72, 40, 117, 1, 5]",10
696,232,"[232, 3, 71, 46, 194, 287, 10]",7
697,232,"[232, 3, 71, 46, 0, 155, 1, 5]",8
698,232,"[232, 3, 216, 264, 198, 146, 104, 74, 15]",9
699,233,"[233, 149, 256, 105, 86, 184, 243, 8, 117, 1, 5]",11
700,233,"[233, 149, 256, 105, 86, 184, 243, 8, 117, 40, 25]",11
701,233,"[233, 149, 256, 105, 86, 184, 243, 8, 146, 104, 74, 15]",12
702,234,"[234, 289, 206, 81, 25]",5
703,234,"[234, 289, 206, 81, 25, 40, 115, 15]",8
704,234,"[234, 289, 206, 81, 25, 40, 117, 1, 5]",9
705,235,"[235, 48, 219, 209, 236, 155, 1, 5]",8
706,235,"[235, 48, 219, 209, 236, 280, 76, 81, 25]",9
707,235,"[235, 48, 219, 209, 236, 155, 0, 46, 194, 287, 10]",11
708,236,"[236, 155, 1, 5]",4
709,236,"[236, 280, 76, 81, 25]",5
710,236,"[236, 155, 0, 46, 194, 287, 10]",7
711,237,"[237, 165, 101, 175, 25]",5
712,237,"[237, 165, 101, 175, 25, 40, 115, 15]",8
713,237,"[237, 165, 101, 175, 25, 40, 117, 1, 5]",9
714,238,"[238, 36, 188, 71, 46, 194, 287, 10]",8
715,238,"[238, 36, 188, 71, 46, 0, 155, 1, 5]",9
716,238,"[238, 36, 188, 35, 24, 241, 14, 81, 25]",9
717,239,"[239, 73, 211, 236, 155, 1, 5]",7
718,239,"[239, 73, 211, 236, 280, 76, 81, 25]",8
719,239,"[239, 73, 211, 236, 155, 0, 46, 194, 287, 10]",10
720,240,"[240, 49, 73, 211, 236, 155, 1, 5]",8
721,240,"[240, 49, 73, 211, 236, 280, 76, 81, 25]",9
722,240,"[240, 49, 73, 211, 236, 155, 0, 46, 194, 287, 10]",11
723,241,"[241, 14, 81, 25]",4
724,241,"[241, 14, 81, 25, 40, 115, 15]",7
725,241,"[241, 14, 81, 25, 40, 117, 1, 5]",8
726,242,"[242, 244, 266, 42, 133, 93, 64, 142, 243, 8, 117, 1, 5]",13
727,242,"[242, 244, 266, 42, 133, 93, 64, 142, 243, 8, 117, 40, 25]",13
728,242,"[242, 244, 266, 42, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",14
729,243,"[243, 8, 117, 1, 5]",5
730,243,"[243, 8, 117, 40, 25]",5
731,243,"[243, 8, 146, 104, 74, 15]",6
732,244,"[244, 266, 42, 133, 93, 64, 142, 243, 8, 117, 1, 5]",12
733,244,"[244, 266, 42, 133, 93, 64, 142, 243, 8, 117, 40, 25]",12
734,244,"[244, 266, 42, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",13
735,245,"[245, 161, 129, 210, 102, 44, 156, 128, 180, 1, 5]",11
736,245,"[245, 161, 129, 210, 56, 120, 144, 283, 252, 72, 40, 25]",12
737,245,"[245, 161, 129, 210, 111, 96, 258, 264, 198, 146, 104, 74, 15]",13
738,246,"[246, 104, 74, 15]",4
739,246,"[246, 126, 163, 76, 81, 25]",6
740,246,"[246, 104, 146, 8, 117, 1, 5]",7
741,247,"[247, 191, 29, 19, 238, 36, 188, 71, 46, 194, 287, 10]",12
742,247,"[247, 191, 29, 19, 238, 36, 188, 71, 46, 0, 155, 1, 5]",13
743,247,"[247, 191, 29, 19, 238, 36, 188, 35, 24, 241, 14, 81, 25]",13
744,248,"[248, 299, 113, 21, 193, 142, 243, 8, 117, 1, 5]",11
745,248,"[248, 299, 113, 21, 193, 142, 243, 8, 117, 40, 25]",11
746,248,"[248, 299, 113, 21, 193, 142, 243, 8, 146, 104, 74, 15]",12
747,249,"[249, 86, 184, 243, 8, 117, 1, 5]",8
748,249,"[249, 86, 184, 243, 8, 117, 40, 25]",8
749,249,"[249, 86, 184, 243, 8, 146, 104, 74, 15]",9
750,250,"[250, 5]",2
751,250,"[250, 5, 1, 117, 40, 25]",6
752,250,"[250, 5, 1, 117, 40, 115, 15]",7
753,251,"[251, 15]",2
754,251,"[251, 15, 115, 40, 25]",5
755,251,"[251, 15, 115, 40, 117, 1, 5]",7
756,252,"[252, 72, 40, 25]",4
757,252,"[252, 72, 40, 115, 15]",5
758,252,"[252, 72, 40, 117, 1, 5]",6
759,253,"[253, 32, 125, 262, 95, 243, 8, 117, 1, 5]",10
760,253,"[253, 32, 125, 262, 95, 243, 8, 117, 40, 25]",10
761,253,"[253, 32, 125, 262, 95, 243, 8, 146, 104, 74, 15]",11
762,254,"[254, 71, 46, 194, 287, 10]",6
763,254,"[254, 222, 163, 76, 81, 25]",6
764,254,"[254, 71, 46, 0, 155, 1, 5]",7
765,255,"[255, 79, 253, 32, 125, 262, 95, 243, 8, 117, 1, 5]",12
766,255,"[255, 79, 253, 32, 125, 262, 95, 243, 8, 117, 40, 25]",12
767,255,"[255, 79, 253, 32, 125, 262, 95, 243, 8, 146, 104, 74, 15]",13
768,256,"[256, 105, 86, 184, 243, 8, 117, 1, 5]",9
769,256,"[256, 105, 86, 184, 243, 8, 117, 40, 25]",9
770,256,"[256, 105, 86, 184, 243, 8, 146, 104, 74, 15]",10
771,257,"[257, 141, 18, 179, 258, 264, 236, 155, 1, 5]",10
772,257,"[257, 11, 87, 232, 3, 71, 46, 194, 287, 10]",10
773,257,"[257, 141, 18, 179, 258, 264, 198, 146, 104, 74, 15]",11
774,258,"[258, 264, 236, 155, 1, 5]",6
775,258,"[258, 264, 198, 146, 104, 74, 15]",7
776,258,"[258, 223, 24, 241, 14, 81, 25]",7
777,259,"[259, 139, 73, 211, 236, 155, 1, 5]",8
778,259,"[259, 139, 73, 211, 236, 280, 76, 81, 25]",9
779,259,"[259, 139, 73, 211, 236, 155, 0, 46, 194, 287, 10]",11
780,260,"[260, 14, 81, 25]",4
781,260,"[260, 14, 81, 25, 40, 115, 15]",7
782,260,"[260, 14, 81, 25, 40, 117, 1, 5]",8
783,261,"[261, 277, 176, 258, 264, 236, 155, 1, 5]",9
784,261,"[261, 50, 195, 223, 24, 241, 14, 81, 25]",9
785,261,"[261, 277, 176, 258, 264, 198, 146, 104, 74, 15]",10
786,262,"[262, 95, 243, 8, 117, 1, 5]",7
787,262,"[262, 95, 243, 8, 117, 40, 25]",7
788,262,"[262, 95, 243, 8, 146, 104, 74, 15]",8
789,263,"[263, 175, 25]",3
790,263,"[263, 8, 117, 1, 5]",5
791,263,"[263, 8, 146, 104, 74, 15]",6
792,264,"[264, 236, 155, 1, 5]",5
793,264,"[264, 198, 146, 104, 74, 15]",6
794,264,"[264, 236, 280, 76, 81, 25]",6
795,265,"[265, 99, 190, 277, 176, 258, 264, 236, 155, 1, 5]",11
796,265,"[265, 80, 112, 87, 232, 3, 71, 46, 194, 287, 10]",11
797,265,"[265, 80, 284, 41, 114, 106, 272, 246, 104, 74, 15]",11
798,266,"[266, 42, 133, 93, 64, 142, 243, 8, 117, 1, 5]",11
799,266,"[266, 42, 133, 93, 64, 142, 243, 8, 117, 40, 25]",11
800,266,"[266, 42, 133, 93, 64, 142, 243, 8, 146, 104, 74, 15]",12
801,267,"[267, 0, 155, 1, 5]",5
802,267,"[267, 0, 46, 194, 287, 10]",6
803,267,"[267, 0, 155, 1, 117, 40, 25]",7
804,268,"[268, 283, 252, 72, 40, 25]",6
805,268,"[268, 283, 252, 72, 40, 115, 15]",7
806,268,"[268, 283, 252, 72, 40, 117, 1, 5]",8
807,269,"[269, 202, 282, 289, 206, 81, 25]",7
808,269,"[269, 134, 54, 264, 236, 155, 1, 5]",8
809,269,"[269, 134, 54, 264, 198, 146, 104, 74, 15]",9
810,270,"[270, 283, 252, 72, 40, 25]",6
811,270,"[270, 283, 252, 72, 40, 115, 15]",7
812,270,"[270, 283, 252, 72, 40, 117, 1, 5]",8
813,271,"[271, 33, 226, 82, 203, 199, 28, 115, 15]",9
814,271,"[271, 33, 226, 268, 283, 252, 72, 40, 25]",9
815,271,"[271, 33, 226, 136, 73, 211, 236, 155, 1, 5]",10
816,272,"[272, 246, 104, 74, 15]",5
817,272,"[272, 246, 126, 163, 76, 81, 25]",7
818,272,"[272, 246, 104, 146, 8, 117, 1, 5]",8
819,273,"[273, 279, 94, 45, 77, 297, 275, 159, 5]",9
820,273,"[273, 279, 205, 83, 288, 282, 289, 206, 81, 25]",10
821,273,"[273, 279, 94, 45, 56, 134, 54, 264, 198, 146, 104, 74, 15]",13
822,274,"[274, 89, 127, 11, 87, 232, 3, 71, 46, 194, 287, 10]",12
823,274,"[274, 89, 127, 11, 87, 232, 3, 71, 46, 0, 155, 1, 5]",13
824,274,"[274, 89, 127, 11, 87, 232, 3, 216, 264, 198, 146, 104, 74, 15]",14
825,275,"[275, 159, 5]",3
826,275,"[275, 159, 5, 1, 117, 40, 25]",7
827,275,"[275, 159, 5, 1, 117, 40, 115, 15]",8
828,276,"[276, 184, 243, 8, 117, 1, 5]",7
829,276,"[276, 184, 243, 8, 117, 40, 25]",7
830,276,"[276, 184, 243, 8, 146, 104, 74, 15]",8
831,277,"[277, 176, 258, 264, 236, 155, 1, 5]",8
832,277,"[277, 176, 258, 264, 198, 146, 104, 74, 15]",9
833,277,"[277, 176, 258, 223, 24, 241, 14, 81, 25]",9
834,278,"[278, 111, 96, 258, 264, 236, 155, 1, 5]",9
835,278,"[278, 111, 96, 258, 264, 198, 146, 104, 74, 15]",10
836,278,"[278, 111, 96, 258, 223, 24, 241, 14, 81, 25]",10
837,279,"[279, 94, 45, 77, 297, 275, 159, 5]",8
838,279,"[279, 205, 83, 288, 282, 289, 206, 81, 25]",9
839,279,"[279, 94, 45, 56, 134, 54, 264, 198, 146, 104, 74, 15]",12
840,280,"[280, 76, 81, 25]",4
841,280,"[280, 236, 155, 1, 5]",5
842,280,"[280, 76, 81, 25, 40, 115, 15]",7
843,281,"[281, 4, 269, 202, 282, 289, 206, 81, 25]",9
