,source_node,path,distance
844,281,"[281, 4, 269, 134, 54, 264, 236, 155, 1, 5]",10
845,281,"[281, 4, 269, 134, 54, 264, 198, 146, 104, 74, 15]",11
846,282,"[282, 289, 206, 81, 25]",5
847,282,"[282, 288, 207, 297, 275, 159, 5]",7
848,282,"[282, 289, 206, 81, 25, 40, 115, 15]",8
849,283,"[283, 252, 72, 40, 25]",5
850,283,"[283, 252, 72, 40, 115, 15]",6
851,283,"[283, 252, 72, 40, 117, 1, 5]",7
852,284,"[284, 41, 114, 106, 272, 246, 104, 74, 15]",9
853,284,"[284, 80, 112, 87, 232, 3, 71, 46, 194, 287, 10]",11
854,284,"[284, 41, 114, 106, 272, 246, 126, 163, 76, 81, 25]",11
855,285,"[285, 177, 35, 24, 241, 14, 81, 25]",8
856,285,"[285, 177, 35, 188, 71, 46, 194, 287, 10]",9
857,285,"[285, 177, 35, 188, 71, 46, 0, 155, 1, 5]",10
858,286,"[286, 236, 155, 1, 5]",5
859,286,"[286, 236, 280, 76, 81, 25]",6
860,286,"[286, 236, 155, 0, 46, 194, 287, 10]",8
861,287,"[287, 10]",2
862,287,"[287, 194, 46, 0, 155, 1, 5]",7
863,287,"[287, 194, 46, 0, 155, 1, 117, 40, 25]",9
864,288,"[288, 207, 297, 275, 159, 5]",6
865,288,"[288, 282, 289, 206, 81, 25]",6
866,288,"[288, 53, 181, 106, 272, 246, 104, 74, 15]",9
867,289,"[289, 206, 81, 25]",4
868,289,"[289, 206, 81, 25, 40, 115, 15]",7
869,289,"[289, 206, 81, 25, 40, 117, 1, 5]",8
870,290,"[290, 98, 105, 86, 184, 243, 8, 117, 1, 5]",10
871,290,"[290, 98, 105, 86, 184, 243, 8, 117, 40, 25]",10
872,290,"[290, 98, 105, 86, 184, 243, 8, 146, 104, 74, 15]",11
873,291,"[291, 20]",2
874,291,"[291, 20, 234, 289, 206, 81, 25]",7
875,291,"[291, 20, 234, 289, 206, 81, 25, 40, 115, 15]",10
876,292,"[292, 223, 24, 241, 14, 81, 25]",7
877,292,"[292, 223, 258, 264, 236, 155, 1, 5]",8
878,292,"[292, 223, 258, 264, 198, 146, 104, 74, 15]",9
879,293,"[293, 224, 216, 264, 236, 155, 1, 5]",8
880,293,"[293, 224, 216, 3, 71, 46, 194, 287, 10]",9
881,293,"[293, 224, 216, 264, 198, 146, 104, 74, 15]",9
882,294,"[294, 7, 150, 134, 54, 264, 236, 155, 1, 5]",10
883,294,"[294, 7, 150, 134, 54, 264, 198, 146, 104, 74, 15]",11
884,294,"[294, 7, 150, 134, 54, 264, 236, 280, 76, 81, 25]",11
885,295,"[295, 136, 73, 211, 236, 155, 1, 5]",8
886,295,"[295, 136, 226, 82, 203, 199, 28, 115, 15]",9
887,295,"[295, 136, 226, 268, 283, 252, 72, 40, 25]",9
888,296,"[296, 228, 87, 232, 3, 71, 46, 194, 287, 10]",10
889,296,"[296, 228, 87, 232, 3, 71, 46, 0, 155, 1, 5]",11
890,296,"[296, 228, 87, 232, 3, 216, 264, 198, 146, 104, 74, 15]",12
891,297,"[297, 275, 159, 5]",4
892,297,"[297, 275, 159, 5, 1, 117, 40, 25]",8
893,297,"[297, 275, 159, 5, 1, 117, 40, 115, 15]",9
894,298,"[298, 65, 34, 276, 184, 243, 8, 117, 1, 5]",10
895,298,"[298, 65, 34, 276, 184, 243, 8, 117, 40, 25]",10
896,298,"[298, 65, 34, 276, 184, 243, 8, 146, 104, 74, 15]",11
897,299,"[299, 113, 21, 193, 142, 243, 8, 117, 1, 5]",10
898,299,"[299, 113, 21, 193, 142, 243, 8, 117, 40, 25]",10
899,299,"[299, 113, 21, 193, 142, 243, 8, 146, 104, 74, 15]",11
